fid;COD_SEC;hog_troc;pob_troc;%una_mujer_pon;%un_hombre_pon;%una_muj_1_pon;%un_homb_1_pon;%una_muje__pon;%un_hombr__pon;%dos_adult_pon;%dos_adul__pon;%dos_adu_1_pon;%dos_adu_2_pon;%dos_adu_3_pon;%dos_adu_4_pon;%dos_adu_5_pon;%dos_adu_6_pon;%tres_adul_pon;%dos_adu_7_pon;%dos_adu_8_pon;%dos_adu_9_pon;%cuatro_ad_pon;%cinco_o_m_pon;%hogar_15__pon;%hogar_con_pon;%pob_15_pon;%pob_65_pon;%pob_ext_pon;Densidad_pon;Edad_Prome_pon;per_hog_sec_pon;renta_per_sec_pon;renta_hog_sec_pon
1924;15167;149;418;0,0154;0,0109;0,0533;0,0065;0,0077;0,0032;0,0174;0,0865;0,0109;0,0186;0,0166;0,0218;0,0044;0,0020;0,0461;0,0404;0,0109;0,0000;0,0186;0,0129;0,0000;0,0000;0,0626;0,1147;0,0202;73,55686614;18,853526;1,12101877;14045,060;39681,284
1925;15168;623;1634;0,0710;0,0500;0,1320;0,0350;0,0130;0,0050;0,0670;0,1590;0,0430;0,0450;0,0260;0,0560;0,0193;0,0110;0,0830;0,0660;0,0110;0,0020;0,0350;0,0670;0,0000;0,0030;0,1430;0,2420;0,0590;261,17462470;45,282867;2,71428571;27623,000;75567,000
1926;15170;791;2083;0,0700;0,0670;0,0750;0,0390;0,0290;0,0040;0,1050;0,1470;0,0440;0,0580;0,0140;0,0800;0,0152;0,0010;0,0750;0,0780;0,0080;0,0010;0,0300;0,0590;0,0000;0,0010;0,1200;0,2160;0,0610;196,99316330;44,808838;2,67737789;29881,000;79952,000
1927;15171;291;717;0,0489;0,0445;0,0500;0,0137;0,0071;0,0011;0,0840;0,0714;0,0247;0,0198;0,0011;0,0318;0,0062;0,0044;0,0489;0,0258;0,0049;0,0022;0,0302;0,0291;0,0000;0,0000;0,0598;0,1071;0,0856;172,79018537;24,203852;1,40863261;7747,488;19814,508
1928;15172;138;360;0,0167;0,0143;0,0372;0,0102;0,0024;0,0017;0,0211;0,0767;0,0167;0,0177;0,0075;0,0218;0,0042;0,0017;0,0372;0,0263;0,0041;0,0000;0,0119;0,0119;0,0000;0,0000;0,0426;0,1050;0,0136;110,12962719;16,274942;0,90704282;8748,696;23292,687
1928;15172;405;1056;0,0490;0,0420;0,1090;0,0300;0,0070;0,0050;0,0620;0,2250;0,0490;0,0520;0,0220;0,0640;0,0123;0,0050;0,1090;0,0770;0,0120;0,0000;0,0350;0,0350;0,0000;0,0000;0,1250;0,3080;0,0400;322,96078354;47,727103;2,65994962;25656,000;68307,000
1929;15173;374;997;0,0268;0,0332;0,0466;0,0198;0,0123;0,0059;0,0407;0,0922;0,0209;0,0354;0,0145;0,0375;0,0115;0,0054;0,0461;0,0386;0,0054;0,0021;0,0107;0,0300;0,0000;0,0000;0,0842;0,1179;0,0273;83,53373219;23,783002;1,49999399;13885,616;38687,408
1930;15174;575;1419;0,0990;0,0890;0,0940;0,0380;0,0240;0,0070;0,0940;0,1440;0,0260;0,0660;0,0160;0,0490;0,0191;0,0050;0,0710;0,0500;0,0090;0,0020;0,0370;0,0610;0,0000;0,0000;0,1480;0,2210;0,1370;151,92547379;44,316520;2,62292052;30952,000;81345,000
1931;15175;519;1089;0,0810;0,0960;0,1460;0,0370;0,0150;0,0000;0,1000;0,1830;0,0500;0,0420;0,0080;0,0460;0,0096;0,0000;0,0940;0,0480;0,0020;0,0020;0,0250;0,0130;0,0000;0,0000;0,1020;0,3120;0,0830;200,37960091;50,130053;2,23613963;22987,000;51230,000
1931;15175;479;1005;0,0748;0,0886;0,1348;0,0342;0,0138;0,0000;0,0923;0,1689;0,0462;0,0388;0,0074;0,0425;0,0089;0,0000;0,0868;0,0443;0,0018;0,0018;0,0231;0,0120;0,0000;0,0000;0,0941;0,2880;0,0766;184,95037164;46,270039;2,06395688;21217,001;47285,290
1932;15176;834;1841;0,1266;0,1017;0,0907;0,0369;0,0289;0,0060;0,1755;0,0967;0,0758;0,0538;0,0110;0,0499;0,0095;0,0040;0,0499;0,0329;0,0050;0,0050;0,0160;0,0219;0,0010;0,0010;0,1396;0,1914;0,0857;248,42391601;43,820277;2,33984625;24391,605;55956,625
1932;15176;593;1310;0,0900;0,0723;0,0645;0,0262;0,0206;0,0043;0,1248;0,0688;0,0539;0,0383;0,0078;0,0355;0,0068;0,0028;0,0355;0,0234;0,0035;0,0035;0,0113;0,0156;0,0007;0,0007;0,0993;0,1361;0,0610;176,66254408;31,162062;1,66394282;17345,685;39792,625
1933;15177;401;982;0,0321;0,0533;0,0964;0,0274;0,0063;0,0016;0,0721;0,1795;0,0384;0,0196;0,0031;0,0463;0,0169;0,0047;0,0753;0,0525;0,0047;0,0016;0,0227;0,0290;0,0000;0,0000;0,0776;0,2399;0,0956;180,04347762;39,356678;1,95531474;13717,648;33982,480
1934;15178;52;115;0,0097;0,0104;0,0055;0,0019;0,0021;0,0006;0,0119;0,0125;0,0053;0,0066;0,0013;0,0066;0,0014;0,0002;0,0059;0,0067;0,0005;0,0000;0,0011;0,0011;0,0000;0,0000;0,0132;0,0158;0,0088;12,48160755;3,927745;0,21877989;2391,753;5668,572
1935;15179;562;1340;0,0410;0,0550;0,1170;0,0410;0,0090;0,0000;0,0770;0,2650;0,0460;0,0230;0,0070;0,0930;0,0125;0,0040;0,0850;0,0440;0,0040;0,0000;0,0390;0,0370;0,0000;0,0000;0,0810;0,3460;0,1030;235,18450973;51,550439;2,42753623;17985,000;43796,000
1936;15180;847;1939;0,1148;0,1074;0,0578;0,0110;0,0220;0,0083;0,1450;0,0606;0,0799;0,0588;0,0110;0,0560;0,0139;0,0037;0,0496;0,0661;0,0073;0,0018;0,0147;0,0303;0,0000;0,0000;0,1340;0,1047;0,0927;298,59415180;37,367485;2,26232905;23517,324;57508,110
1937;15181;240;602;0,0407;0,0370;0,0407;0,0164;0,0095;0,0021;0,0476;0,1037;0,0312;0,0138;0,0037;0,0513;0,0117;0,0011;0,0370;0,0455;0,0021;0,0000;0,0185;0,0138;0,0000;0,0000;0,0508;0,1323;0,0249;41,70761805;25,246665;1,32599559;11995,604;30042,439
1938;15182;258;681;0,0470;0,0350;0,0850;0,0620;0,0080;0,0080;0,0890;0,2170;0,0310;0,0500;0,0270;0,1050;0,0155;0,0120;0,0580;0,0500;0,0040;0,0040;0,0390;0,0540;0,0000;0,0000;0,1240;0,2810;0,0530;267,56485393;46,741228;2,64980545;25821,000;68415,000
1939;16001;420;1318;0,0170;0,0359;0,0176;0,0233;0,0138;0,0057;0,0415;0,0855;0,0377;0,0491;0,0245;0,0509;0,0217;0,0170;0,0547;0,0648;0,0094;0,0057;0,0245;0,0270;0,0006;0,0000;0,1176;0,1088;0,0629;31,37075554;26,305007;2,03140832;21867,185;61781,009
1941;16003;40;108;0,0032;0,0052;0,0023;0,0008;0,0013;0,0004;0,0068;0,0054;0,0034;0,0044;0,0008;0,0042;0,0015;0,0004;0,0035;0,0049;0,0005;0,0000;0,0013;0,0026;0,0000;0,0002;0,0081;0,0070;0,0064;2,37561863;2,212807;0,14747196;1842,545;5205,713
1942;16004;131;422;0,0089;0,0078;0,0084;0,0040;0,0021;0,0023;0,0087;0,0223;0,0084;0,0135;0,0066;0,0069;0,0054;0,0038;0,0150;0,0094;0,0030;0,0002;0,0073;0,0208;0,0000;0,0002;0,0317;0,0289;0,0488;5,42419435;6,830776;0,57046685;5736,225;16206,465
1943;16005;214;637;0,0117;0,0168;0,0292;0,0105;0,0038;0,0019;0,0244;0,0495;0,0146;0,0250;0,0127;0,0184;0,0052;0,0067;0,0314;0,0146;0,0032;0,0013;0,0117;0,0235;0,0010;0,0003;0,0615;0,0656;0,0514;27,08469986;13,590643;0,96933486;10742,179;31136,057
1943;16005;219;651;0,0120;0,0172;0,0298;0,0107;0,0039;0,0019;0,0249;0,0505;0,0149;0,0256;0,0130;0,0188;0,0053;0,0068;0,0321;0,0149;0,0032;0,0013;0,0120;0,0240;0,0010;0,0003;0,0629;0,0671;0,0525;27,68278471;13,890752;0,99073973;10979,388;31823,604
1944;16006;228;604;0,0325;0,0335;0,0190;0,0060;0,0070;0,0025;0,0338;0,0373;0,0145;0,0155;0,0076;0,0193;0,0079;0,0054;0,0269;0,0149;0,0022;0,0009;0,0101;0,0180;0,0019;0,0000;0,0468;0,0683;0,0777;24,82112603;14,152152;0,89067257;7614,336;20907,192
1944;16006;485;1286;0,0693;0,0713;0,0404;0,0128;0,0148;0,0054;0,0720;0,0794;0,0310;0,0330;0,0162;0,0411;0,0168;0,0114;0,0572;0,0316;0,0047;0,0020;0,0215;0,0384;0,0040;0,0000;0,0996;0,1454;0,1656;52,86271461;30,140501;1,89690708;16216,608;44527,026
1945;16007;121;322;0,0084;0,0115;0,0135;0,0055;0,0025;0,0009;0,0141;0,0223;0,0071;0,0091;0,0029;0,0077;0,0031;0,0019;0,0138;0,0077;0,0009;0,0001;0,0041;0,0077;0,0001;0,0001;0,0219;0,0339;0,0168;14,40064591;6,601463;0,39776543;3702,575;10157,830
1946;16008;101;260;0,0103;0,0168;0,0246;0,0082;0,0061;0,0005;0,0255;0,0407;0,0124;0,0094;0,0037;0,0131;0,0060;0,0012;0,0246;0,0087;0,0016;0,0005;0,0094;0,0110;0,0000;0,0000;0,0342;0,0557;0,0227;56,63036127;10,731315;0,61459574;2938,572;7744,464
1947;16009;336;761;0,0741;0,0675;0,0719;0,0123;0,0203;0,0015;0,1365;0,0770;0,0421;0,0283;0,0065;0,0472;0,0110;0,0044;0,0566;0,0189;0,0015;0,0029;0,0189;0,0269;0,0000;0,0000;0,0958;0,1147;0,1568;212,95496993;31,132283;1,72527891;9570,858;22876,986
1948;16011;479;1198;0,0714;0,0947;0,1018;0,0196;0,0268;0,0018;0,1152;0,1116;0,0447;0,0330;0,0018;0,0384;0,0267;0,0036;0,0634;0,0286;0,0080;0,0036;0,0438;0,0518;0,0018;0,0018;0,1081;0,1652;0,1465;157,55035809;39,891903;2,28267810;12093,006;30804,035
1949;16012;343;710;0,1020;0,1140;0,1400;0,0440;0,0170;0,0030;0,1690;0,1020;0,0440;0,0440;0,0000;0,0440;0,0175;0,0000;0,0700;0,0230;0,0030;0,0000;0,0350;0,0290;0,0000;0,0000;0,1060;0,2230;0,1550;208,06020793;47,423592;2,15805471;15712,000;34050,000
1950;16013;396;970;0,0400;0,0380;0,1340;0,0480;0,0200;0,0030;0,0660;0,2450;0,0400;0,0400;0,0080;0,0580;0,0177;0,0050;0,1090;0,0430;0,0080;0,0000;0,0330;0,0450;0,0000;0,0000;0,1160;0,3310;0,1020;365,30038766;50,785285;2,49357327;18111,000;45561,000
1951;16014;355;818;0,0280;0,0480;0,1770;0,0450;0,0110;0,0000;0,0700;0,2850;0,0310;0,0480;0,0080;0,0310;0,0141;0,0030;0,1040;0,0480;0,0000;0,0030;0,0310;0,0140;0,0000;0,0000;0,0980;0,4200;0,0910;295,71857156;55,388752;2,29775281;17284,000;39825,000
1952;16015;503;1198;0,0460;0,0420;0,1490;0,0340;0,0120;0,0080;0,1010;0,2430;0,0640;0,0400;0,0040;0,0400;0,0139;0,0060;0,0850;0,0340;0,0000;0,0040;0,0380;0,0380;0,0000;0,0000;0,1110;0,3520;0,1600;304,64551071;51,900000;2,43495935;17289,000;42425,000
1953;16016;396;973;0,0229;0,0650;0,1271;0,0258;0,0182;0,0019;0,0927;0,2400;0,0440;0,0411;0,0277;0,0488;0,0162;0,0115;0,0880;0,0344;0,0019;0,0019;0,0229;0,0229;0,0000;0,0000;0,1444;0,3040;0,0994;113,93329947;46,811948;2,36215534;16802,656;41035,344
1954;16017;350;809;0,0464;0,0388;0,1359;0,0405;0,0084;0,0000;0,0549;0,2152;0,0287;0,0405;0,0017;0,0287;0,0122;0,0017;0,0852;0,0363;0,0101;0,0000;0,0287;0,0287;0,0000;0,0000;0,0768;0,3207;0,0793;227,82373134;45,382601;1,98661425;14348,000;34161,744
1956;16019;337;795;0,0313;0,0382;0,1208;0,0426;0,0200;0,0043;0,0556;0,2129;0,0469;0,0382;0,0113;0,0400;0,0179;0,0026;0,0965;0,0356;0,0043;0,0000;0,0339;0,0156;0,0000;0,0000;0,1060;0,3172;0,0756;356,16087818;45,011427;2,07607050;15821,883;38064,807
1957;16020;386;962;0,0465;0,0283;0,0989;0,0199;0,0091;0,0017;0,0590;0,2186;0,0374;0,0465;0,0033;0,0416;0,0197;0,0000;0,1022;0,0432;0,0017;0,0017;0,0266;0,0249;0,0000;0,0000;0,0939;0,2784;0,0723;262,13881429;41,868574;2,10568490;15444,966;39381,921
1958;16021;466;1059;0,0595;0,0410;0,1288;0,0449;0,0244;0,0020;0,0800;0,2782;0,0508;0,0244;0,0039;0,0576;0,0102;0,0020;0,0781;0,0410;0,0000;0,0000;0,0224;0,0264;0,0000;0,0000;0,0927;0,3670;0,0693;87,15678315;51,635048;2,27244635;20443,296;47789,840
1958;16021;94;215;0,0121;0,0083;0,0261;0,0091;0,0050;0,0004;0,0162;0,0564;0,0103;0,0050;0,0008;0,0117;0,0021;0,0004;0,0158;0,0083;0,0000;0,0000;0,0046;0,0053;0,0000;0,0000;0,0188;0,0744;0,0141;17,68139658;10,475143;0,46100858;4147,308;9695,070
1959;16022;545;1281;0,0700;0,0420;0,1410;0,0260;0,0170;0,0060;0,0940;0,2350;0,0590;0,0460;0,0060;0,0480;0,0092;0,0040;0,1080;0,0370;0,0060;0,0020;0,0240;0,0240;0,0000;0,0000;0,1170;0,3350;0,0910;267,95416490;50,524031;2,36346864;17569,000;41660,000
1960;16024;861;2150;0,0670;0,0680;0,1065;0,0306;0,0207;0,0030;0,1163;0,1538;0,0552;0,0454;0,0059;0,0690;0,0169;0,0049;0,0680;0,0749;0,0059;0,0020;0,0306;0,0444;0,0000;0,0000;0,1114;0,2140;0,1183;315,99799132;45,849888;2,52698707;17306,272;44301,966
1961;16025;35;78;0,0046;0,0042;0,0034;0,0008;0,0006;0,0001;0,0048;0,0046;0,0017;0,0012;0,0002;0,0031;0,0007;0,0000;0,0027;0,0027;0,0001;0,0000;0,0007;0,0007;0,0000;0,0000;0,0036;0,0072;0,0045;3,18128298;1,696667;0,08490611;730,972;1684,943
1962;16026;192;441;0,0545;0,0450;0,0645;0,0195;0,0067;0,0017;0,0656;0,1095;0,0272;0,0195;0,0017;0,0289;0,0129;0,0017;0,0484;0,0111;0,0017;0,0000;0,0178;0,0178;0,0017;0,0000;0,0545;0,1657;0,1029;254,64790271;27,761857;1,30833234;8160,968;18901,776
1964;16028;361;793;0,0443;0,0504;0,1234;0,0356;0,0191;0,0017;0,0695;0,2659;0,0504;0,0417;0,0000;0,0295;0,0063;0,0043;0,0652;0,0191;0,0000;0,0000;0,0209;0,0209;0,0017;0,0000;0,0921;0,3476;0,0843;448,70542005;45,654685;1,96872705;15669,808;34638,340
1965;16029;496;1173;0,0460;0,0790;0,1530;0,0220;0,0100;0,0040;0,0870;0,2520;0,0440;0,0360;0,0060;0,0630;0,0222;0,0060;0,0770;0,0320;0,0020;0,0000;0,0220;0,0360;0,0000;0,0000;0,1040;0,3420;0,1090;354,17428312;51,547129;2,39387755;14605,000;35112,000
1965;16029;127;301;0,0118;0,0203;0,0393;0,0057;0,0026;0,0010;0,0224;0,0648;0,0113;0,0093;0,0015;0,0162;0,0057;0,0015;0,0198;0,0082;0,0005;0,0000;0,0057;0,0093;0,0000;0,0000;0,0267;0,0879;0,0280;91,02279076;13,247612;0,61522653;3753,485;9023,784
1966;16030;817;1831;0,1180;0,1000;0,1040;0,0380;0,0200;0,0040;0,1260;0,1530;0,0440;0,0420;0,0070;0,0590;0,0110;0,0010;0,0800;0,0450;0,0020;0,0000;0,0230;0,0210;0,0010;0,0010;0,1050;0,2460;0,1230;269,93422180;47,645822;2,27171216;18788,000;41709,000
1966;16030;113;253;0,0163;0,0138;0,0144;0,0052;0,0028;0,0006;0,0174;0,0211;0,0061;0,0058;0,0010;0,0081;0,0015;0,0001;0,0110;0,0062;0,0003;0,0000;0,0032;0,0029;0,0001;0,0001;0,0145;0,0339;0,0170;37,25092261;6,575123;0,31349628;2592,744;5755,842
1967;16031;504;1245;0,0400;0,0280;0,1090;0,0320;0,0120;0,0020;0,1170;0,2880;0,0480;0,0300;0,0080;0,0630;0,0119;0,0020;0,1070;0,0320;0,0040;0,0000;0,0440;0,0240;0,0000;0,0000;0,0920;0,3790;0,0560;370,50031556;52,109158;2,45562130;20498,000;50255,000
1967;16031;504;1245;0,0400;0,0280;0,1090;0,0320;0,0120;0,0020;0,1170;0,2880;0,0480;0,0300;0,0080;0,0630;0,0119;0,0020;0,1070;0,0320;0,0040;0,0000;0,0440;0,0240;0,0000;0,0000;0,0920;0,3790;0,0560;370,50031556;52,109158;2,45562130;20498,000;50255,000
1968;16032;586;1340;0,1017;0,0884;0,0831;0,0265;0,0124;0,0000;0,0911;0,1529;0,0292;0,0336;0,0000;0,0787;0,0093;0,0018;0,0840;0,0451;0,0044;0,0018;0,0265;0,0159;0,0000;0,0000;0,0743;0,2449;0,0690;227,55839057;43,588136;2,05859293;21450,260;50072,412
1968;16032;663;1516;0,1150;0,1000;0,0940;0,0300;0,0140;0,0000;0,1030;0,1730;0,0330;0,0380;0,0000;0,0890;0,0106;0,0020;0,0950;0,0510;0,0050;0,0020;0,0300;0,0180;0,0000;0,0000;0,0840;0,2770;0,0780;257,41899386;49,307846;2,32872504;24265,000;56643,000
1969;16033;27;63;0,0039;0,0042;0,0042;0,0013;0,0009;0,0000;0,0052;0,0050;0,0027;0,0017;0,0001;0,0019;0,0009;0,0002;0,0026;0,0016;0,0002;0,0000;0,0007;0,0014;0,0000;0,0000;0,0051;0,0078;0,0070;2,19364389;1,737859;0,09383111;687,843;1625,832
1969;16033;177;409;0,0255;0,0272;0,0272;0,0086;0,0058;0,0000;0,0335;0,0320;0,0176;0,0111;0,0008;0,0123;0,0061;0,0010;0,0169;0,0103;0,0010;0,0003;0,0048;0,0093;0,0003;0,0000;0,0330;0,0501;0,0454;14,17431434;11,229246;0,60629333;4444,524;10505,376
1969;16033;546;1265;0,0787;0,0841;0,0841;0,0265;0,0179;0,0000;0,1036;0,0989;0,0545;0,0343;0,0023;0,0382;0,0189;0,0031;0,0522;0,0319;0,0031;0,0008;0,0148;0,0288;0,0008;0,0000;0,1020;0,1550;0,1402;43,81663043;34,712628;1,87421630;13739,223;32474,952
1970;16034;106;246;0,0159;0,0139;0,0118;0,0032;0,0030;0,0001;0,0173;0,0124;0,0063;0,0058;0,0007;0,0081;0,0026;0,0006;0,0069;0,0049;0,0006;0,0001;0,0034;0,0052;0,0000;0,0001;0,0153;0,0213;0,0263;27,51468307;5,319176;0,29614958;2300,223;5557,386
1970;16034;718;1671;0,1080;0,0946;0,0804;0,0218;0,0201;0,0008;0,1180;0,0845;0,0427;0,0393;0,0050;0,0552;0,0176;0,0042;0,0469;0,0335;0,0042;0,0008;0,0234;0,0352;0,0000;0,0008;0,1038;0,1448;0,1791;187,23406283;36,196341;2,01526176;15652,737;37817,334
1971;16035;174;447;0,0167;0,0216;0,0276;0,0090;0,0052;0,0022;0,0300;0,0437;0,0112;0,0137;0,0038;0,0145;0,0043;0,0005;0,0248;0,0164;0,0008;0,0014;0,0104;0,0150;0,0000;0,0005;0,0366;0,0680;0,0360;15,90536807;12,693523;0,71964734;5880,420;15466,815
1974;16038;123;269;0,0215;0,0205;0,0281;0,0062;0,0045;0,0000;0,0260;0,0322;0,0103;0,0078;0,0010;0,0078;0,0027;0,0006;0,0133;0,0066;0,0006;0,0006;0,0068;0,0072;0,0000;0,0004;0,0228;0,0482;0,0365;25,00242329;9,716634;0,46785714;3450,560;7866,055
1975;16039;168;384;0,0291;0,0391;0,0377;0,0122;0,0101;0,0039;0,0539;0,0474;0,0183;0,0147;0,0022;0,0201;0,0069;0,0007;0,0262;0,0054;0,0022;0,0007;0,0129;0,0147;0,0000;0,0007;0,0521;0,0653;0,0915;88,69129235;15,740085;0,85854810;4251,278;10193,087
1975;16039;266;608;0,0461;0,0620;0,0597;0,0193;0,0159;0,0063;0,0854;0,0751;0,0290;0,0233;0,0034;0,0319;0,0109;0,0011;0,0415;0,0085;0,0034;0,0011;0,0205;0,0233;0,0000;0,0011;0,0825;0,1036;0,1451;140,57199260;24,947377;1,36076286;6738,098;16155,617
1976;16040;464;1006;0,0567;0,0541;0,0721;0,0223;0,0164;0,0016;0,0737;0,0594;0,0260;0,0127;0,0005;0,0281;0,0103;0,0032;0,0360;0,0133;0,0016;0,0000;0,0175;0,0244;0,0000;0,0000;0,0610;0,1018;0,1410;203,62853857;23,763776;1,22144417;6559,810;15203,050
1976;16040;857;1857;0,1046;0,0998;0,1330;0,0411;0,0303;0,0029;0,1359;0,1095;0,0479;0,0235;0,0010;0,0518;0,0190;0,0059;0,0665;0,0245;0,0029;0,0000;0,0323;0,0450;0,0000;0,0000;0,1125;0,1878;0,2601;375,75228438;43,850893;2,25391019;12104,706;28053,930
1977;16042;624;1384;0,0679;0,0541;0,1692;0,0384;0,0216;0,0030;0,0964;0,2066;0,0571;0,0315;0,0020;0,0512;0,0326;0,0000;0,0590;0,0276;0,0049;0,0000;0,0295;0,0295;0,0000;0,0020;0,1112;0,3011;0,1476;265,46781055;48,853068;2,23867961;14929,248;33826,968
1977;16042;257;571;0,0280;0,0223;0,0698;0,0158;0,0089;0,0012;0,0398;0,0853;0,0235;0,0130;0,0008;0,0211;0,0134;0,0000;0,0244;0,0114;0,0020;0,0000;0,0122;0,0122;0,0000;0,0008;0,0459;0,1242;0,0609;109,53245029;20,156855;0,92368285;6159,832;13957,062
1978;16043;394;946;0,0960;0,0690;0,1140;0,0410;0,0300;0,0000;0,1190;0,1520;0,0530;0,0360;0,0030;0,0560;0,0305;0,0050;0,0840;0,0200;0,0000;0,0000;0,0380;0,0530;0,0000;0,0000;0,1150;0,2380;0,1770;381,42200927;47,211740;2,46354167;12986,000;31889,000
1979;16044;434;1104;0,0723;0,0653;0,1307;0,0297;0,0248;0,0020;0,0990;0,1535;0,0475;0,0455;0,0089;0,0634;0,0181;0,0050;0,0792;0,0525;0,0050;0,0020;0,0386;0,0475;0,0000;0,0000;0,1257;0,2396;0,1406;218,08645749;46,600459;2,51446469;18034,830;45768,690
1980;16045;623;1616;0,0710;0,0560;0,0960;0,0390;0,0140;0,0060;0,1110;0,1770;0,0710;0,0530;0,0060;0,0710;0,0161;0,0100;0,0630;0,0580;0,0050;0,0020;0,0340;0,0390;0,0030;0,0020;0,1260;0,2330;0,0860;154,60792744;45,733911;2,64918033;21727,000;57003,000
1981;16046;190;436;0,0152;0,0177;0,0388;0,0118;0,0033;0,0003;0,0254;0,0493;0,0121;0,0111;0,0010;0,0180;0,0042;0,0008;0,0218;0,0136;0,0003;0,0003;0,0057;0,0059;0,0000;0,0003;0,0272;0,0771;0,0290;74,03158488;12,742042;0,60072865;5062,643;11808,379
1981;16046;741;1697;0,0590;0,0690;0,1510;0,0460;0,0130;0,0010;0,0990;0,1920;0,0470;0,0430;0,0040;0,0700;0,0162;0,0030;0,0850;0,0530;0,0010;0,0010;0,0220;0,0230;0,0000;0,0010;0,1060;0,3000;0,1130;288,06064154;49,579930;2,33746557;19699,000;45947,000
1982;16048;521;1215;0,0471;0,0505;0,0567;0,0181;0,0113;0,0023;0,0601;0,0970;0,0266;0,0232;0,0017;0,0471;0,0124;0,0023;0,0476;0,0301;0,0028;0,0006;0,0176;0,0113;0,0000;0,0006;0,0607;0,1486;0,0726;49,35900816;26,942908;1,37388462;10807,020;26360,397
1982;16048;456;1065;0,0413;0,0442;0,0497;0,0159;0,0099;0,0020;0,0527;0,0850;0,0234;0,0204;0,0015;0,0413;0,0108;0,0020;0,0417;0,0263;0,0025;0,0005;0,0154;0,0099;0,0000;0,0005;0,0532;0,1302;0,0636;43,26530345;23,616623;1,20426923;9472,820;23106,027
1982;16048;134;313;0,0121;0,0130;0,0146;0,0047;0,0029;0,0006;0,0155;0,0250;0,0069;0,0060;0,0004;0,0121;0,0032;0,0006;0,0123;0,0077;0,0007;0,0001;0,0045;0,0029;0,0000;0,0001;0,0156;0,0383;0,0187;12,70972697;6,937680;0,35376923;2782,760;6787,686
1982;16048;133;311;0,0120;0,0129;0,0145;0,0046;0,0029;0,0006;0,0154;0,0248;0,0068;0,0059;0,0004;0,0120;0,0032;0,0006;0,0122;0,0077;0,0007;0,0001;0,0045;0,0029;0,0000;0,0001;0,0155;0,0380;0,0186;12,62267404;6,890162;0,35134615;2763,700;6741,195
1982;16048;59;137;0,0053;0,0057;0,0064;0,0020;0,0013;0,0003;0,0068;0,0109;0,0030;0,0026;0,0002;0,0053;0,0014;0,0003;0,0054;0,0034;0,0003;0,0001;0,0020;0,0013;0,0000;0,0001;0,0068;0,0168;0,0082;5,57138716;3,041175;0,15507692;1219,840;2975,424
1983;16049;481;1167;0,0400;0,0460;0,1460;0,0460;0,0060;0,0020;0,0690;0,2580;0,0330;0,0210;0,0080;0,0810;0,0062;0,0060;0,1100;0,0600;0,0020;0,0000;0,0330;0,0270;0,0000;0,0000;0,0790;0,3850;0,0560;187,50837670;52,650129;2,46202532;19756,000;48824,000
1983;16049;161;391;0,0134;0,0154;0,0489;0,0154;0,0020;0,0007;0,0231;0,0864;0,0111;0,0070;0,0027;0,0271;0,0021;0,0020;0,0369;0,0201;0,0007;0,0000;0,0111;0,0090;0,0000;0,0000;0,0265;0,1290;0,0188;62,81530619;17,637793;0,82477848;6618,260;16356,040
1984;16050;276;675;0,0248;0,0266;0,0446;0,0095;0,0050;0,0009;0,0482;0,1152;0,0198;0,0153;0,0045;0,0315;0,0073;0,0014;0,0441;0,0176;0,0014;0,0000;0,0162;0,0162;0,0000;0,0000;0,0468;0,1422;0,0491;48,27019275;22,278534;1,11019737;7428,150;18348,750
1986;16052;386;922;0,0480;0,0528;0,0832;0,0328;0,0112;0,0064;0,0864;0,1720;0,0432;0,0432;0,0080;0,0416;0,0166;0,0000;0,0664;0,0248;0,0016;0,0048;0,0296;0,0264;0,0000;0,0000;0,0984;0,2360;0,1312;247,97524544;38,397952;1,93781513;11011,200;26674,400
1986;16052;397;947;0,0493;0,0542;0,0854;0,0337;0,0115;0,0066;0,0887;0,1765;0,0443;0,0443;0,0082;0,0427;0,0170;0,0000;0,0681;0,0255;0,0016;0,0049;0,0304;0,0271;0,0000;0,0000;0,1010;0,2422;0,1346;254,48459563;39,405898;1,98868277;11300,244;27374,603
1987;16053;392;935;0,0840;0,0920;0,1070;0,0380;0,0150;0,0000;0,1020;0,1680;0,0660;0,0330;0,0050;0,0480;0,0051;0,0050;0,0870;0,0480;0,0130;0,0050;0,0310;0,0460;0,0000;0,0000;0,1240;0,2420;0,1830;539,16365946;45,385920;2,50670241;12676,000;31862,000
1988;16054;369;766;0,1000;0,0950;0,1570;0,0380;0,0050;0,0030;0,1250;0,1760;0,0380;0,0240;0,0030;0,0380;0,0136;0,0050;0,0790;0,0240;0,0050;0,0000;0,0350;0,0330;0,0030;0,0000;0,0850;0,2880;0,1820;230,86177784;50,216749;2,13370474;13577,000;29105,000
1989;16055;119;259;0,0172;0,0182;0,0235;0,0034;0,0039;0,0002;0,0232;0,0237;0,0085;0,0058;0,0007;0,0101;0,0026;0,0011;0,0170;0,0053;0,0007;0,0000;0,0065;0,0050;0,0000;0,0000;0,0193;0,0400;0,0370;45,25045850;8,294321;0,39797853;2229,492;5015,295
1989;16055;670;1466;0,0970;0,1030;0,1330;0,0190;0,0220;0,0010;0,1310;0,1340;0,0480;0,0330;0,0040;0,0570;0,0149;0,0060;0,0960;0,0300;0,0040;0,0000;0,0370;0,0280;0,0000;0,0000;0,1090;0,2260;0,2090;255,65230789;46,860571;2,24846626;12596,000;28335,000
