fid	COD_SEC	hog_troc	pob_troc	%una_mujer_pon	%un_hombre_pon	%una_muj_1_pon	%un_homb_1_pon	%una_muje__pon	%un_hombr__pon	%dos_adult_pon	%dos_adul__pon	%dos_adu_1_pon	%dos_adu_2_pon	%dos_adu_3_pon	%dos_adu_4_pon	%dos_adu_5_pon	%dos_adu_6_pon	%tres_adul_pon	%dos_adu_7_pon	%dos_adu_8_pon	%dos_adu_9_pon	%cuatro_ad_pon	%cinco_o_m_pon	%hogar_15__pon	%hogar_con_pon	%pob_15_pon	%pob_65_pon	%pob_ext_pon	Densidad_pon	Edad_Prome_pon	per_hog_sec_pon	renta_per_sec_pon	renta_hog_sec_pon	fid	COD_SEC	Código_es	nombre_est	
129	2019	431	987	0,0735	0,064	0,0714	0,0182	0,0094	0,0034	0,095	0,0977	0,0263	0,0229	0,0013	0,0411	0,0053	0	0,0472	0,064	0,002	0	0,0222	0,0088	0	0	0,0492	0,1692	0,0256	249,3106031	33,150823	1,54282813	18324,038	41508,29	129	2019	520	Pirámides	ok
129	2019	584	1338	0,0995	0,0867	0,0968	0,0247	0,0128	0,0046	0,1287	0,1324	0,0356	0,031	0,0018	0,0557	0,0071	0	0,0639	0,0867	0,0027	0	0,0301	0,0119	0	0	0,0666	0,2292	0,0347	337,715995	44,906086	2,08991406	24821,731	56227,105	129	2019	304	Embajadores	ok
129	2019	640	1465	0,109	0,095	0,106	0,027	0,014	0,005	0,141	0,145	0,039	0,034	0,002	0,061	0,0078	0	0,07	0,095	0,003	0	0,033	0,013	0	0	0,073	0,251	0,038	369,8970372	49,185198	2,2890625	27187	61585	129	2019	519	Acacias	ok
130	2020	497	1099	0,119	0,103	0,099	0,03	0,016	0,004	0,137	0,153	0,038	0,034	0,002	0,054	0,0141	0,002	0,087	0,048	0,004	0,002	0,032	0,02	0	0,002	0,084	0,241	0,088	297,4454966	48,189152	2,23828921	23617	52834	130	2020	304	Embajadores	ok
130	2020	171	379	0,0411	0,0355	0,0342	0,0104	0,0055	0,0014	0,0473	0,0528	0,0131	0,0117	0,0007	0,0186	0,0049	0,0007	0,03	0,0166	0,0014	0,0007	0,011	0,0069	0	0,0007	0,029	0,0831	0,0304	102,6186963	16,625258	0,77220978	8147,865	18227,73	130	2020	519	Acacias	ok
130	2020	497	1099	0,119	0,103	0,099	0,03	0,016	0,004	0,137	0,153	0,038	0,034	0,002	0,054	0,0141	0,002	0,087	0,048	0,004	0,002	0,032	0,02	0	0,002	0,084	0,241	0,088	297,4454966	48,189152	2,23828921	23617	52834	130	2020	518	Puerta de Toledo	ok
131	2021	543	1061	0,168	0,136	0,105	0,039	0,013	0,002	0,158	0,103	0,041	0,028	0,004	0,041	0,0147	0	0,074	0,013	0,002	0	0,039	0,022	0	0	0,085	0,222	0,133	691,8570535	46,404159	2,04431599	19741	40520	131	2021	304	Embajadores	ok
131	2021	543	1061	0,168	0,136	0,105	0,039	0,013	0,002	0,158	0,103	0,041	0,028	0,004	0,041	0,0147	0	0,074	0,013	0,002	0	0,039	0,022	0	0	0,085	0,222	0,133	691,8570535	46,404159	2,04431599	19741	40520	131	2021	519	Acacias	ok
132	2022	530	1041	0,138	0,189	0,081	0,025	0,019	0	0,191	0,094	0,034	0,021	0,009	0,034	0,0132	0,009	0,064	0,019	0	0	0,026	0,032	0	0,002	0,095	0,182	0,247	840,1114791	44,375793	2,037182	17104	35276	132	2022	304	Embajadores	ok
132	2022	530	1041	0,138	0,189	0,081	0,025	0,019	0	0,191	0,094	0,034	0,021	0,009	0,034	0,0132	0,009	0,064	0,019	0	0	0,026	0,032	0	0,002	0,095	0,182	0,247	840,1114791	44,375793	2,037182	17104	35276	132	2022	519	Acacias	ok
133	2023	593	1194	0,152	0,121	0,116	0,032	0,015	0,008	0,148	0,132	0,044	0,024	0,003	0,047	0,0084	0	0,066	0,017	0,003	0	0,042	0,02	0	0	0,087	0,249	0,158	490,8668994	47,454807	2,0910683	19064	40125	133	2023	304	Embajadores	ok
133	2023	223	449	0,0572	0,0455	0,0436	0,012	0,0056	0,003	0,0556	0,0496	0,0165	0,009	0,0011	0,0177	0,0032	0	0,0248	0,0064	0,0011	0	0,0158	0,0075	0	0	0,0327	0,0936	0,0594	184,5659542	17,843007	0,78624168	7168,064	15087	133	2023	519	Acacias	ok
133	2023	593	1194	0,152	0,121	0,116	0,032	0,015	0,008	0,148	0,132	0,044	0,024	0,003	0,047	0,0084	0	0,066	0,017	0,003	0	0,042	0,02	0	0	0,087	0,249	0,158	490,8668994	47,454807	2,0910683	19064	40125	133	2023	305	Lavapiés	ok
134	2024	817	1631	0,158	0,132	0,115	0,037	0,016	0,002	0,135	0,125	0,038	0,032	0,005	0,038	0,0159	0,002	0,073	0,02	0,001	0	0,039	0,016	0	0	0,092	0,238	0,117	632,291274	47,978679	2,04130163	21167	43432	134	2024	304	Embajadores	ok
134	2024	779	1554	0,1506	0,1258	0,1096	0,0353	0,0152	0,0019	0,1287	0,1191	0,0362	0,0305	0,0048	0,0362	0,0152	0,0019	0,0696	0,0191	0,001	0	0,0372	0,0152	0	0	0,0877	0,2268	0,1115	602,5735841	45,723681	1,94536045	20172,151	41390,696	134	2024	519	Acacias	ok
135	2025	357	804	0,168	0,115	0,081	0,025	0,008	0,003	0,129	0,126	0,039	0,045	0,008	0,053	0,0112	0	0,081	0,028	0,003	0,006	0,045	0,025	0	0	0,118	0,224	0,195	649,0161586	44,431457	2,31700288	17671	41373	135	2025	304	Embajadores	ok
135	2025	357	804	0,168	0,115	0,081	0,025	0,008	0,003	0,129	0,126	0,039	0,045	0,008	0,053	0,0112	0	0,081	0,028	0,003	0,006	0,045	0,025	0	0	0,118	0,224	0,195	649,0161586	44,431457	2,31700288	17671	41373	135	2025	519	Acacias	ok
136	2026	665	1285	0,1614	0,121	0,122	0,0295	0,0118	0,0069	0,1555	0,1466	0,0305	0,0266	0,0039	0,0364	0,0058	0,003	0,064	0,0148	0	0,001	0,0246	0,0157	0	0,001	0,0836	0,2667	0,1132	570,92833	47,816088	1,97101841	20277,288	40775,976	136	2026	304	Embajadores	ok
137	2027	251	552	0,0428	0,0399	0,0787	0,0222	0,0103	0,0011	0,0815	0,1151	0,0205	0,0234	0,0011	0,0348	0,0039	0	0,0428	0,0205	0	0	0,0222	0,0091	0	0	0,0507	0,1875	0,0485	266,6345132	28,610963	1,29049065	11673,6	26416,08	137	2027	304	Embajadores	ok
137	2027	291	640	0,0495	0,0462	0,0911	0,0257	0,0119	0,0013	0,0944	0,1333	0,0238	0,0271	0,0013	0,0403	0,0045	0	0,0495	0,0238	0	0	0,0257	0,0106	0	0	0,0587	0,2171	0,0561	308,7346995	33,128484	1,49425234	13516,8	30587,04	137	2027	519	Acacias	ok
142	2032	227	481	0,0834	0,0779	0,0911	0,021	0,0132	0,0023	0,102	0,1605	0,0265	0,0374	0,0132	0,0164	0,0027	0	0,0693	0,0296	0,0023	0	0,0132	0,0164	0	0	0,0865	0,2337	0,0608	350,370238	37,7815	1,72893165	16510,905	37058,588	142	2032	302	Delicias	ok
143	2033	291	635	0,0608	0,0502	0,0679	0,0152	0,0061	0	0,0761	0,0654	0,0294	0,0365	0,0035	0,0157	0,0027	0,0015	0,038	0,0071	0,0025	0	0,0157	0,0117	0	0	0,0669	0,1273	0,0456	383,1796025	23,270653	1,13756989	10171,941	22946,82	143	2033	302	Delicias	ok
144	2034	245	559	0,0569	0,0518	0,0866	0,0228	0,0063	0	0,091	0,0815	0,0329	0,0291	0,0063	0,0404	0,013	0	0,0506	0,0145	0	0	0,0291	0,0164	0	0,0019	0,0727	0,1555	0,0575	444,7912261	29,703293	1,51167568	11760,888	28136,008	144	2034	302	Delicias	ok
151	2041	369	739	0,0647	0,0545	0,0346	0,0117	0,0056	0,0011	0,0673	0,0368	0,0154	0,0098	0,0008	0,0162	0,0019	0,0011	0,0252	0,0075	0,0023	0	0,0102	0,009	0	0	0,0365	0,065	0,0752	262,6441082	16,907156	0,78516472	6528,112	13696,552	151	2041	302	Delicias	ok
154	2044	700	1762	0,1005	0,0766	0,1045	0,0279	0,0179	0,003	0,1473	0,1383	0,0527	0,0358	0,001	0,0507	0,0113	0,006	0,0736	0,0448	0,003	0,003	0,0328	0,0637	0,001	0	0,1154	0,197	0,195	629,266529	44,761036	2,58758444	15840,4	40653,71	154	2044	301	Legazpi	ok
155	2045	424	1029	0,1108	0,0922	0,094	0,0326	0,0223	0,0037	0,162	0,0959	0,0326	0,0223	0,0084	0,0344	0,0041	0,0019	0,0447	0,041	0,0065	0,0037	0,0549	0,0577	0,0019	0,0019	0,1052	0,1666	0,2393	574,3127038	40,021567	2,36495402	14333,676	36921,598	155	2045	301	Legazpi	ok
156	2046	627	1283	0,198	0,153	0,094	0,029	0,014	0,003	0,171	0,093	0,033	0,018	0,003	0,026	0,0048	0,008	0,054	0,008	0,005	0	0,027	0,059	0	0	0,1	0,161	0,237	613,0446002	43,363024	2,18197279	14235	31051	156	2046	301	Legazpi	ok
157	2047	458	986	0,1094	0,0884	0,0502	0,0159	0,0089	0,0006	0,1075	0,0502	0,021	0,0108	0,0006	0,0299	0,0088	0,0038	0,0528	0,0121	0	0,0006	0,021	0,0413	0	0	0,0611	0,0992	0,1813	39,6281672	27,265556	1,45922485	8458,164	19658,124	157	2047	301	Legazpi	ok
158	2048	522	1216	0,117	0,119	0,09	0,019	0,015	0	0,176	0,123	0,033	0,033	0,004	0,033	0,0192	0,008	0,086	0,029	0,011	0	0,046	0,04	0	0	0,107	0,18	0,216	508,986663	44,558871	2,40316206	16032	38657	158	2048	301	Legazpi	ok
159	2049	601	1612	0,0557	0,0596	0,0692	0,0356	0,0183	0,0029	0,1105	0,1259	0,0279	0,0711	0,0183	0,075	0,0215	0,0029	0,0999	0,1105	0,0048	0,0019	0,0183	0,0308	0	0	0,124	0,1855	0,0471	212,1689673	42,783243	2,62048293	21375,523	58554,691	159	2049	608	Arganzuela-Planetario	ok
160	2050	729	1553	0,139	0,123	0,1	0,034	0,022	0,004	0,163	0,117	0,038	0,034	0,01	0,047	0,0055	0,004	0,062	0,019	0,003	0	0,033	0,043	0	0	0,115	0,202	0,273	614,168336	43,916309	2,20910384	15702	35020	160	2050	301	Legazpi	ok
161	2051	656	1571	0,0725	0,0685	0,0791	0,0204	0,0082	0,0041	0,1174	0,1035	0,0408	0,0668	0,0098	0,0408	0,0132	0,0016	0,0766	0,0318	0,0041	0,0008	0,0236	0,0302	0	0,0008	0,1133	0,176	0,0774	130,892398	36,634372	2,01969152	17707,505	44096,39	161	2051	608	Arganzuela-Planetario	ok
161	2051	423	1012	0,0467	0,0441	0,0509	0,0131	0,0053	0,0026	0,0756	0,0667	0,0263	0,0431	0,0063	0,0263	0,0085	0,0011	0,0494	0,0205	0,0026	0,0005	0,0152	0,0194	0	0,0005	0,073	0,1134	0,0499	84,31718888	23,598829	1,30102828	11406,675	28405,65	161	2051	302	Delicias	ok
161	2051	68	164	0,0076	0,0071	0,0082	0,0021	0,0009	0,0004	0,0122	0,0108	0,0043	0,007	0,001	0,0043	0,0014	0,0002	0,008	0,0033	0,0004	0,0001	0,0025	0,0031	0	0,0001	0,0118	0,0184	0,0081	13,65135439	3,820763	0,21064267	1846,795	4599,01	161	2051	301	Legazpi	ok
162	2052	624	1553	0,0876	0,082	0,0475	0,0121	0,0149	0,0028	0,1501	0,0783	0,0941	0,0569	0,0056	0,0755	0,0264	0,0056	0,0596	0,0867	0	0,0028	0,0149	0,028	0	0	0,1268	0,1109	0,0475	340,1593161	39,021368	2,41104348	22559,06	58611,616	162	2052	608	Arganzuela-Planetario	ok
163	2053	753	1638	0,105	0,081	0,096	0,041	0,019	0,001	0,153	0,175	0,058	0,036	0,003	0,05	0,0053	0,003	0,084	0,032	0,005	0	0,027	0,027	0	0	0,088	0,283	0,1	298,0188201	48,597239	2,26556017	22242	49775	163	2053	302	Delicias	ok
163	2053	284	618	0,0396	0,0305	0,0362	0,0155	0,0072	0,0004	0,0577	0,066	0,0219	0,0136	0,0011	0,0189	0,002	0,0011	0,0317	0,0121	0,0019	0	0,0102	0,0102	0	0	0,0332	0,1067	0,0377	112,3530952	18,321159	0,85411618	8385,234	18765,175	163	2053	303	Palos de la Frontera	ok
164	2054	508	1067	0,1474	0,1269	0,1101	0,0271	0,014	0,0019	0,1455	0,1008	0,0429	0,0308	0,0037	0,0271	0,0017	0,0056	0,0588	0,0205	0,0019	0,0019	0,0308	0,0345	0	0	0,1036	0,1885	0,1754	588,7144476	41,926238	2,040826	17809,104	39446,307	164	2054	302	Delicias	ok
166	2056	239	517	0,0621	0,0574	0,0564	0,0172	0,0057	0,0038	0,0698	0,0631	0,0172	0,0143	0,0019	0,0229	0,0048	0	0,0354	0,0134	0,0038	0	0,0115	0,0172	0	0	0,043	0,1104	0,075	309,9684437	22,434119	1,05335234	9019,86	19847,994	166	2056	301	Legazpi	ok
167	2057	596	1412	0,1073	0,099	0,0879	0,0315	0,0102	0,0028	0,148	0,1064	0,0342	0,0231	0,0046	0,0342	0,0101	0,0046	0,0888	0,0204	0,0028	0,0019	0,0463	0,062	0	0	0,0934	0,1896	0,2165	610,8489649	41,668423	2,27669355	14972,975	37122,1	167	2057	302	Delicias	ok
168	2058	796	1626	0,156	0,134	0,104	0,033	0,018	0,003	0,167	0,124	0,04	0,019	0,001	0,041	0,0113	0,004	0,059	0,016	0	0,001	0,03	0,036	0,001	0	0,085	0,213	0,238	767,9988628	45,617122	2,17089453	17221	36542	168	2058	302	Delicias	ok
169	2059	338	720	0,121	0,107	0,124	0,027	0,012	0,009	0,172	0,151	0,044	0,018	0,003	0,033	0,0089	0,009	0,065	0,012	0,006	0,003	0,041	0,036	0	0	0,088	0,256	0,171	610,8800397	47,602981	2,27848101	18447	41652	169	2059	302	Delicias	ok
170	2060	610	1327	0,118	0,118	0,133	0,031	0,007	0,005	0,148	0,143	0,039	0,036	0,007	0,038	0,0049	0,005	0,067	0,03	0,002	0,002	0,033	0,034	0,002	0	0,101	0,256	0,164	537,9865235	47,085366	2,25680272	20173	45355	170	2060	302	Delicias	ok
170	2060	346	754	0,067	0,067	0,0755	0,0176	0,004	0,0028	0,0841	0,0812	0,0222	0,0204	0,004	0,0216	0,0028	0,0028	0,0381	0,017	0,0011	0,0011	0,0187	0,0193	0,0011	0	0,0574	0,1454	0,0932	305,5763453	26,744488	1,28186395	11458,264	25761,64	170	2060	303	Palos de la Frontera	ok
171	2061	453	853	0,196	0,181	0,099	0,018	0,018	0	0,172	0,066	0,031	0,026	0,013	0,04	0,0088	0	0,053	0,013	0,004	0	0,029	0,031	0	0	0,097	0,153	0,18	565,5255669	43,793527	2,03579952	19276	39390	171	2061	302	Delicias	ok
171	2061	453	853	0,196	0,181	0,099	0,018	0,018	0	0,172	0,066	0,031	0,026	0,013	0,04	0,0088	0	0,053	0,013	0,004	0	0,029	0,031	0	0	0,097	0,153	0,18	565,5255669	43,793527	2,03579952	19276	39390	171	2061	303	Palos de la Frontera	ok
172	2062	504	1042	0,155	0,141	0,099	0,038	0,022	0,004	0,151	0,095	0,046	0,03	0,004	0,042	0,0139	0,002	0,062	0,018	0,006	0	0,032	0,04	0	0,002	0,104	0,188	0,217	599,50039	43,876394	2,1573499	16738	36845	172	2062	302	Delicias	ok
172	2062	504	1042	0,155	0,141	0,099	0,038	0,022	0,004	0,151	0,095	0,046	0,03	0,004	0,042	0,0139	0,002	0,062	0,018	0,006	0	0,032	0,04	0	0,002	0,104	0,188	0,217	599,50039	43,876394	2,1573499	16738	36845	172	2062	303	Palos de la Frontera	ok
173	2063	865	1661	0,162	0,151	0,108	0,03	0,016	0,003	0,184	0,088	0,047	0,021	0,007	0,039	0,0023	0,007	0,064	0,023	0,003	0,001	0,023	0,02	0	0	0,097	0,187	0,194	449,4524823	44,839644	2,00846433	18630	37535	173	2063	302	Delicias	ok
173	2063	742	1425	0,139	0,1296	0,0927	0,0257	0,0137	0,0026	0,1579	0,0755	0,0403	0,018	0,006	0,0335	0,002	0,006	0,0549	0,0197	0,0026	0,0009	0,0197	0,0172	0	0	0,0832	0,1604	0,1665	385,6302298	38,472415	1,72326239	15984,54	32205,03	173	2063	303	Palos de la Frontera	ok
174	2064	837	1672	0,13	0,124	0,129	0,033	0,02	0,004	0,166	0,112	0,033	0,031	0,001	0,037	0,0072	0	0,086	0,025	0,001	0,001	0,03	0,027	0	0	0,086	0,246	0,156	611,441897	46,979749	2,0952381	19429	40956	174	2064	302	Delicias	ok
174	2064	836	1670	0,1299	0,1239	0,1289	0,033	0,02	0,004	0,1658	0,1119	0,033	0,031	0,001	0,037	0,0072	0	0,0859	0,025	0,001	0,001	0,03	0,027	0	0	0,0859	0,2458	0,1558	610,8304551	46,932769	2,09314286	19409,571	40915,044	174	2064	303	Palos de la Frontera	ok
175	2065	784	1414	0,186	0,193	0,099	0,033	0,01	0	0,173	0,094	0,048	0,014	0,003	0,036	0,0051	0,004	0,045	0,015	0	0	0,017	0,023	0	0,001	0,078	0,2	0,183	506,8543004	46,258408	1,91858887	20964	40622	175	2065	302	Delicias	ok
175	2065	784	1414	0,186	0,193	0,099	0,033	0,01	0	0,173	0,094	0,048	0,014	0,003	0,036	0,0051	0,004	0,045	0,015	0	0	0,017	0,023	0	0,001	0,078	0,2	0,183	506,8543004	46,258408	1,91858887	20964	40622	175	2065	303	Palos de la Frontera	ok
176	2066	780	1676	0,0872	0,1085	0,0577	0,0213	0,0103	0,0027	0,1085	0,0811	0,0247	0,0213	0,0027	0,0337	0,0115	0,0027	0,0412	0,033	0,0041	0,0021	0,0179	0,0151	0	0	0,0687	0,1292	0,0996	274,8124311	31,113339	1,54211592	15379,869	34657,776	176	2066	302	Delicias	ok
176	2066	678	1457	0,0758	0,0943	0,0501	0,0185	0,009	0,0024	0,0943	0,0704	0,0215	0,0185	0,0024	0,0293	0,01	0,0024	0,0358	0,0287	0,0036	0,0018	0,0155	0,0131	0	0	0,0597	0,1122	0,0866	238,8108026	27,037356	1,340092	13365,039	30117,456	176	2066	303	Palos de la Frontera	ok
177	2067	496	1046	0,1324	0,1352	0,0517	0,0191	0,0092	0,0021	0,1274	0,0496	0,029	0,0255	0,0064	0,0219	0,004	0,0042	0,0326	0,0135	0,0071	0	0,012	0,0241	0,0007	0	0,0758	0,1197	0,1409	167,0406659	31,322792	1,6000367	10813,992	23801,544	177	2067	302	Delicias	ok
177	2067	608	1283	0,1623	0,1658	0,0634	0,0234	0,0113	0,0026	0,1562	0,0608	0,0356	0,0312	0,0078	0,0269	0,005	0,0052	0,0399	0,0165	0,0087	0	0,0148	0,0295	0,0009	0	0,0929	0,1467	0,1727	204,7899689	38,401388	1,96162691	13257,832	29180,424	177	2067	303	Palos de la Frontera	ok
177	2067	379	800	0,1012	0,1033	0,0395	0,0146	0,007	0,0016	0,0974	0,0379	0,0222	0,0195	0,0049	0,0168	0,0031	0,0032	0,0249	0,0103	0,0054	0	0,0092	0,0184	0,0005	0	0,0579	0,0914	0,1077	127,6398309	23,934506	1,22262691	8263,234	18187,338	177	2067	116	Atocha-Renfe	ok
178	2068	570	1088	0,168	0,191	0,082	0,026	0,011	0,002	0,196	0,091	0,025	0,021	0	0,035	0,0053	0,004	0,056	0,014	0,005	0	0,03	0,037	0	0	0,067	0,167	0,277	728,5879345	44,589239	1,99633028	15821	31888	178	2068	302	Delicias	ok
178	2068	570	1088	0,168	0,191	0,082	0,026	0,011	0,002	0,196	0,091	0,025	0,021	0	0,035	0,0053	0,004	0,056	0,014	0,005	0	0,03	0,037	0	0	0,067	0,167	0,277	728,5879345	44,589239	1,99633028	15821	31888	178	2068	303	Palos de la Frontera	ok
179	2069	397	870	0,126	0,086	0,111	0,025	0,018	0,003	0,156	0,139	0,045	0,035	0,005	0,04	0,0151	0,01	0,086	0,04	0,003	0	0,033	0,025	0	0	0,11	0,233	0,161	583,4939122	46,879845	2,25974026	19759	44706	179	2069	302	Delicias	ok
179	2069	397	870	0,126	0,086	0,111	0,025	0,018	0,003	0,156	0,139	0,045	0,035	0,005	0,04	0,0151	0,01	0,086	0,04	0,003	0	0,033	0,025	0	0	0,11	0,233	0,161	583,4939122	46,879845	2,25974026	19759	44706	179	2069	303	Palos de la Frontera	ok
180	2070	646	1300	0,099	0,118	0,141	0,04	0,015	0,006	0,161	0,139	0,045	0,022	0,006	0,037	0,0062	0,002	0,073	0,028	0,005	0	0,025	0,028	0,002	0,003	0,089	0,254	0,138	320,4548208	47,706012	2,10016155	20212	42577	180	2070	302	Delicias	ok
180	2070	646	1300	0,099	0,118	0,141	0,04	0,015	0,006	0,161	0,139	0,045	0,022	0,006	0,037	0,0062	0,002	0,073	0,028	0,005	0	0,025	0,028	0,002	0,003	0,089	0,254	0,138	320,4548208	47,706012	2,10016155	20212	42577	180	2070	303	Palos de la Frontera	ok
181	2071	403	837	0,074	0,0801	0,0783	0,0199	0,0072	0,0024	0,0969	0,0722	0,0277	0,0163	0,0024	0,0181	0,0081	0,0036	0,0361	0,0199	0,0018	0,0006	0,0163	0,0187	0	0,0006	0,0566	0,1451	0,0771	183,2547605	28,24869	1,29425348	13101,326	28427,644	181	2071	302	Delicias	ok
181	2071	568	1181	0,1044	0,1129	0,1104	0,028	0,0102	0,0034	0,1367	0,1019	0,0391	0,0229	0,0034	0,0255	0,0114	0,0051	0,0509	0,028	0,0025	0,0008	0,0229	0,0263	0	0,0008	0,0798	0,2046	0,1087	258,4440061	39,8391	1,82528439	18476,787	40091,478	181	2071	304	Embajadores	ok
181	2071	658	1367	0,1209	0,1307	0,1278	0,0324	0,0118	0,0039	0,1583	0,118	0,0452	0,0265	0,0039	0,0295	0,0132	0,0059	0,059	0,0324	0,0029	0,001	0,0265	0,0305	0	0,001	0,0924	0,2369	0,1258	299,2349329	46,127014	2,11337403	21393,029	46419,226	181	2071	303	Palos de la Frontera	ok
182	2072	145	289	0,0278	0,0299	0,0173	0,0051	0,0026	0,0007	0,0285	0,0191	0,0077	0,0039	0,0007	0,0072	0,0011	0	0,0095	0,0049	0,0007	0	0,0051	0,0033	0	0,0002	0,0147	0,0357	0,0247	40,75045504	8,001191	0,36319095	3659,25	7634,55	182	2072	304	Embajadores	ok
182	2072	826	1652	0,159	0,171	0,099	0,029	0,015	0,004	0,163	0,109	0,044	0,022	0,004	0,041	0,0061	0	0,054	0,028	0,004	0	0,029	0,019	0	0,001	0,084	0,204	0,141	232,8597431	45,72109	2,07537688	20910	43626	182	2072	303	Palos de la Frontera	ok
182	2072	576	1151	0,1108	0,1192	0,069	0,0202	0,0105	0,0028	0,1136	0,076	0,0307	0,0153	0,0028	0,0286	0,0042	0	0,0376	0,0195	0,0028	0	0,0202	0,0132	0	0,0007	0,0585	0,1422	0,0983	162,3032409	31,8676	1,44653769	14574,27	30407,322	182	2072	519	Acacias	ok
182	2072	250	501	0,0482	0,0518	0,03	0,0088	0,0045	0,0012	0,0494	0,033	0,0133	0,0067	0,0012	0,0124	0,0018	0	0,0164	0,0085	0,0012	0	0,0088	0,0058	0	0,0003	0,0255	0,0618	0,0427	70,55650216	13,85349	0,6288392	6335,73	13218,678	182	2072	305	Lavapiés	ok
183	2073	281	569	0,0501	0,0514	0,0266	0,0106	0,0035	0,0003	0,0546	0,0382	0,0173	0,0058	0,0029	0,0096	0,0033	0,0006	0,0209	0,0061	0,0003	0,0006	0,01	0,0074	0,0003	0	0,0282	0,0677	0,0427	106,7110992	14,870822	0,6715608	6962,169	14556,066	183	2073	302	Delicias	ok
183	2073	806	1630	0,1435	0,1472	0,0764	0,0304	0,0101	0,0009	0,1564	0,1095	0,0497	0,0166	0,0083	0,0276	0,0095	0,0018	0,0598	0,0175	0,0009	0,0018	0,0285	0,0212	0,0009	0	0,081	0,1941	0,1224	305,8386644	42,620424	1,92472255	19953,88	41718,32	183	2073	304	Embajadores	ok
183	2073	730	1476	0,1299	0,1333	0,0691	0,0275	0,0092	0,0008	0,1416	0,0991	0,045	0,015	0,0075	0,025	0,0086	0,0017	0,0541	0,0158	0,0008	0,0017	0,0258	0,0192	0,0008	0	0,0733	0,1758	0,1108	276,9169646	38,590014	1,74271074	18066,937	37773,218	183	2073	303	Palos de la Frontera	ok
183	2073	428	867	0,0763	0,0782	0,0406	0,0161	0,0054	0,0005	0,0831	0,0582	0,0264	0,0088	0,0044	0,0147	0,005	0,001	0,0318	0,0093	0,0005	0,001	0,0152	0,0112	0,0005	0	0,043	0,1032	0,065	162,5598988	22,653682	1,02303188	10605,921	22174,194	183	2073	305	Lavapiés	ok
184	2074	840	1706	0,127	0,126	0,129	0,042	0,017	0,001	0,183	0,118	0,045	0,018	0,004	0,037	0,006	0,002	0,051	0,026	0,002	0,001	0,032	0,032	0	0	0,081	0,227	0,164	419,8174677	46,51209	2,06038647	19605	40813	184	2074	302	Delicias	ok
184	2074	840	1706	0,127	0,126	0,129	0,042	0,017	0,001	0,183	0,118	0,045	0,018	0,004	0,037	0,006	0,002	0,051	0,026	0,002	0,001	0,032	0,032	0	0	0,081	0,227	0,164	419,8174677	46,51209	2,06038647	19605	40813	184	2074	303	Palos de la Frontera	ok
185	2075	858	1901	0,143	0,141	0,083	0,028	0,014	0,002	0,174	0,114	0,031	0,033	0,003	0,033	0,0163	0,002	0,062	0,035	0,006	0,003	0,027	0,049	0	0	0,102	0,177	0,198	623,655093	44,07268	2,2793765	18600	42579	185	2075	302	Delicias	ok
185	2075	858	1901	0,143	0,141	0,083	0,028	0,014	0,002	0,174	0,114	0,031	0,033	0,003	0,033	0,0163	0,002	0,062	0,035	0,006	0,003	0,027	0,049	0	0	0,102	0,177	0,198	623,655093	44,07268	2,2793765	18600	42579	185	2075	303	Palos de la Frontera	ok
185	2075	619	1373	0,1032	0,1018	0,0599	0,0202	0,0101	0,0014	0,1256	0,0823	0,0224	0,0238	0,0022	0,0238	0,0118	0,0014	0,0448	0,0253	0,0043	0,0022	0,0195	0,0354	0	0	0,0736	0,1278	0,143	450,2789772	31,820475	1,64570983	13429,2	30742,038	185	2075	116	Atocha-Renfe	ok
186	2077	377	770	0,0919	0,0913	0,0735	0,0184	0,0075	0	0,1158	0,0913	0,0368	0,0109	0,0027	0,0218	0,0049	0	0,0552	0,0123	0,0034	0,0014	0,017	0,0245	0	0	0,0518	0,1423	0,1369	525,6548655	31,665917	1,43428492	12830,04	27093,585	186	2077	302	Delicias	ok
186	2077	554	1131	0,135	0,134	0,108	0,027	0,011	0	0,17	0,134	0,054	0,016	0,004	0,032	0,0072	0	0,081	0,018	0,005	0,002	0,025	0,036	0	0	0,076	0,209	0,201	771,8867335	46,499144	2,10614525	18840	39785	186	2077	303	Palos de la Frontera	ok
186	2077	554	1131	0,135	0,134	0,108	0,027	0,011	0	0,17	0,134	0,054	0,016	0,004	0,032	0,0072	0	0,081	0,018	0,005	0,002	0,025	0,036	0	0	0,076	0,209	0,201	771,8867335	46,499144	2,10614525	18840	39785	186	2077	116	Atocha-Renfe	ok
187	2078	395	800	0,1194	0,181	0,1017	0,0373	0,0131	0,0019	0,1325	0,1036	0,0308	0,0177	0,0065	0,0224	0,0088	0,0047	0,055	0,0224	0,0019	0	0,042	0,0308	0	0	0,0737	0,2118	0,2099	533,7643885	43,533867	1,98900746	17431,239	37655,88	187	2078	302	Delicias	ok
187	2078	423	857	0,128	0,194	0,109	0,04	0,014	0,002	0,142	0,111	0,033	0,019	0,007	0,024	0,0095	0,005	0,059	0,024	0,002	0	0,045	0,033	0	0	0,079	0,227	0,225	572,0947358	46,660093	2,1318408	18683	40360	187	2078	303	Palos de la Frontera	ok
