fid	COD_SEC	hog_troc	pob_troc	%una_mujer_pon	%un_hombre_pon	%una_muj_1_pon	%un_homb_1_pon	%una_muje__pon	%un_hombr__pon	%dos_adult_pon	%dos_adul__pon	%dos_adu_1_pon	%dos_adu_2_pon	%dos_adu_3_pon	%dos_adu_4_pon	%dos_adu_5_pon	%dos_adu_6_pon	%tres_adul_pon	%dos_adu_7_pon	%dos_adu_8_pon	%dos_adu_9_pon	%cuatro_ad_pon	%cinco_o_m_pon	%hogar_15__pon	%hogar_con_pon	%pob_15_pon	%pob_65_pon	%pob_ext_pon	Densidad_pon	Edad_Prome_pon	per_hog_sec_pon	renta_per_sec_pon	renta_hog_sec_pon	fid	COD_SEC	Código_es	nombre_est	
187	2078	231	469	0,07	0,1061	0,0596	0,0219	0,0077	0,0011	0,0777	0,0607	0,0181	0,0104	0,0038	0,0131	0,0052	0,0027	0,0323	0,0131	0,0011	0	0,0246	0,0181	0	0	0,0432	0,1242	0,1231	312,9358205	25,523071	1,16611692	10219,601	22076,92	187	2078	116	Atocha-Renfe	ok
187	2078	423	857	0,128	0,194	0,109	0,04	0,014	0,002	0,142	0,111	0,033	0,019	0,007	0,024	0,0095	0,005	0,059	0,024	0,002	0	0,045	0,033	0	0	0,079	0,227	0,225	572,0947358	46,660093	2,1318408	18683	40360	187	2078	115	Estación del Arte	ok
188	2079	519	1097	0,1247	0,0865	0,1338	0,04	0,01	0,0018	0,1329	0,1165	0,0255	0,0164	0,0046	0,0273	0,0096	0	0,0801	0,0191	0,0036	0	0,0382	0,04	0	0,0018	0,0646	0,2384	0,1474	459,2692653	43,540654	1,97933213	17701,32	38163,58	188	2079	302	Delicias	ok
188	2079	570	1205	0,137	0,095	0,147	0,044	0,011	0,002	0,146	0,128	0,028	0,018	0,005	0,03	0,0105	0	0,088	0,021	0,004	0	0,042	0,044	0	0,002	0,071	0,262	0,162	504,6915003	47,846872	2,17509025	19452	41938	188	2079	303	Palos de la Frontera	ok
188	2079	190	402	0,0458	0,0317	0,0491	0,0147	0,0037	0,0007	0,0488	0,0428	0,0094	0,006	0,0017	0,01	0,0035	0	0,0294	0,007	0,0013	0	0,014	0,0147	0	0,0007	0,0237	0,0875	0,0541	168,5669611	15,980855	0,72648014	6496,968	14007,292	188	2079	115	Estación del Arte	ok
189	2080	419	913	0,069	0,095	0,126	0,043	0,012	0,002	0,136	0,179	0,045	0,031	0,012	0,038	0,0095	0	0,105	0,017	0	0	0,026	0,05	0,002	0	0,094	0,311	0,156	217,7407359	49,372081	2,33503836	20281	46371	189	2080	304	Embajadores	ok
189	2080	101	219	0,0166	0,0228	0,0302	0,0103	0,0029	0,0005	0,0326	0,043	0,0108	0,0074	0,0029	0,0091	0,0023	0	0,0252	0,0041	0	0	0,0062	0,012	0,0005	0	0,0226	0,0746	0,0374	52,25777662	11,849299	0,56040921	4867,44	11129,04	189	2080	303	Palos de la Frontera	ok
189	2080	231	504	0,0381	0,0524	0,0696	0,0237	0,0066	0,0011	0,0751	0,0988	0,0248	0,0171	0,0066	0,021	0,0053	0	0,058	0,0094	0	0	0,0144	0,0276	0,0011	0	0,0519	0,1717	0,0861	120,1928862	27,253389	1,28894118	11195,112	25596,792	189	2080	116	Atocha-Renfe	ok
189	2080	306	666	0,0504	0,0694	0,092	0,0314	0,0088	0,0015	0,0993	0,1307	0,0329	0,0226	0,0088	0,0277	0,007	0	0,0767	0,0124	0	0	0,019	0,0365	0,0015	0	0,0686	0,227	0,1139	158,9507372	36,041619	1,704578	14805,13	33850,83	189	2080	115	Estación del Arte	ok
189	2080	83	181	0,0137	0,0188	0,0249	0,0085	0,0024	0,0004	0,0269	0,0354	0,0089	0,0061	0,0024	0,0075	0,0019	0	0,0208	0,0034	0	0	0,0051	0,0099	0,0004	0	0,0186	0,0616	0,0309	43,11266571	9,775672	0,4623376	4015,638	9181,458	189	2080	305	Lavapiés	ok
190	2081	546	1121	0,137	0,137	0,139	0,037	0,022	0	0,15	0,114	0,022	0,027	0,002	0,031	0,0147	0	0,073	0,015	0,002	0	0,026	0,051	0	0	0,077	0,231	0,233	603,9520571	46,972103	2,11509434	20387	43578	190	2081	303	Palos de la Frontera	ok
190	2081	546	1121	0,137	0,137	0,139	0,037	0,022	0	0,15	0,114	0,022	0,027	0,002	0,031	0,0147	0	0,073	0,015	0,002	0	0,026	0,051	0	0	0,077	0,231	0,233	603,9520571	46,972103	2,11509434	20387	43578	190	2081	116	Atocha-Renfe	ok
190	2081	505	1037	0,1267	0,1267	0,1286	0,0342	0,0204	0	0,1388	0,1055	0,0204	0,025	0,0019	0,0287	0,0136	0	0,0675	0,0139	0,0019	0	0,0241	0,0472	0	0	0,0712	0,2137	0,2155	558,6556528	43,449195	1,95646226	18857,975	40309,65	190	2081	115	Estación del Arte	ok
191	2082	602	1185	0,1439	0,1968	0,1009	0,033	0,015	0,002	0,1738	0,0759	0,032	0,017	0	0,036	0,0066	0,003	0,0599	0,018	0,005	0,003	0,035	0,038	0	0,003	0,0849	0,1678	0,2418	439,2965276	43,5675	2,07498074	17853,129	37335,627	191	2082	303	Palos de la Frontera	ok
191	2082	603	1186	0,144	0,197	0,101	0,033	0,015	0,002	0,174	0,076	0,032	0,017	0	0,036	0,0066	0,003	0,06	0,018	0,005	0,003	0,035	0,038	0	0,003	0,085	0,168	0,242	439,7362638	43,611111	2,07705779	17871	37373	191	2082	116	Atocha-Renfe	ok
191	2082	603	1186	0,144	0,197	0,101	0,033	0,015	0,002	0,174	0,076	0,032	0,017	0	0,036	0,0066	0,003	0,06	0,018	0,005	0,003	0,035	0,038	0	0,003	0,085	0,168	0,242	439,7362638	43,611111	2,07705779	17871	37373	191	2082	115	Estación del Arte	ok
192	2083	401	986	0,0521	0,0491	0,0197	0,0046	0,0132	0,004	0,0977	0,0425	0,0516	0,0344	0,0106	0,0223	0,0121	0,0081	0,0253	0,0309	0,0025	0,0015	0,0076	0,0147	0	0,0005	0,0906	0,0511	0,0617	14,07922428	19,606079	1,32731359	10180,72	26439,512	192	2083	609	Méndez Álvaro	ok
192	2083	72	177	0,0094	0,0088	0,0035	0,0008	0,0024	0,0007	0,0176	0,0076	0,0093	0,0062	0,0019	0,004	0,0022	0,0015	0,0046	0,0056	0,0005	0,0003	0,0014	0,0026	0	0,0001	0,0163	0,0092	0,0111	2,53203441	3,525994	0,23870659	1830,92	4754,932	192	2083	117	Menéndez Pelayo	ok
192	2083	85	209	0,011	0,0104	0,0042	0,001	0,0028	0,0009	0,0207	0,009	0,0109	0,0073	0,0022	0,0047	0,0026	0,0017	0,0054	0,0065	0,0005	0,0003	0,0016	0,0031	0	0,0001	0,0192	0,0108	0,0131	2,97722727	4,145949	0,28067699	2152,84	5590,964	192	2083	303	Palos de la Frontera	ok
192	2083	173	425	0,0225	0,0211	0,0085	0,002	0,0057	0,0017	0,0421	0,0183	0,0222	0,0148	0,0046	0,0096	0,0052	0,0035	0,0109	0,0133	0,0011	0,0007	0,0033	0,0063	0	0,0002	0,039	0,022	0,0266	6,06575275	8,446888	0,57184657	4386,16	11390,936	192	2083	116	Atocha-Renfe	ok
192	2083	165	405	0,0214	0,0202	0,0081	0,0019	0,0054	0,0017	0,0401	0,0175	0,0212	0,0141	0,0044	0,0092	0,005	0,0033	0,0104	0,0127	0,001	0,0006	0,0031	0,006	0	0,0002	0,0372	0,021	0,0254	5,78750722	8,059416	0,54561507	4184,96	10868,416	192	2083	118	Pacífico	ok
192	2083	121	296	0,0157	0,0147	0,0059	0,0014	0,004	0,0012	0,0293	0,0128	0,0155	0,0103	0,0032	0,0067	0,0036	0,0024	0,0076	0,0093	0,0008	0,0005	0,0023	0,0044	0	0,0002	0,0272	0,0154	0,0185	4,2293322	5,889573	0,39871871	3058,24	7942,304	192	2083	115	Estación del Arte	ok
193	2085	387	945	0,0307	0,0354	0,0786	0,0291	0,011	0,0016	0,0542	0,2091	0,0448	0,0259	0,0094	0,0652	0,008	0,0063	0,0927	0,0291	0,0047	0	0,0369	0,0141	0	0	0,0786	0,2987	0,044	342,643075	39,431216	1,98065409	20755,902	52633,704	193	2085	520	Pirámides	ok
193	2085	489	1195	0,0388	0,0447	0,0994	0,0368	0,0139	0,002	0,0686	0,2644	0,0567	0,0328	0,0119	0,0825	0,0101	0,008	0,1173	0,0368	0,006	0	0,0467	0,0179	0	0	0,0994	0,3777	0,0557	433,3170694	49,86594	2,50479665	26248,558	66562,216	193	2085	519	Acacias	ok
194	2086	318	682	0,0756	0,0608	0,0545	0,0169	0,0095	0,0016	0,0598	0,0794	0,0254	0,0222	0,0016	0,0238	0,007	0,0011	0,0492	0,0116	0,0011	0	0,0159	0,0122	0	0,0011	0,055	0,1545	0,0534	230,2646576	25,866875	1,17860104	11390,428	25568,157	194	2086	520	Pirámides	ok
195	2087	893	2140	0,091	0,057	0,11	0,034	0,024	0,003	0,099	0,163	0,06	0,041	0,01	0,075	0,0179	0,006	0,065	0,078	0,006	0,001	0,03	0,029	0	0	0,115	0,254	0,044	249,5099442	47,273205	2,4797219	27422	66826	195	2087	520	Pirámides	ok
195	2087	622	1492	0,0634	0,0397	0,0767	0,0237	0,0167	0,0021	0,069	0,1136	0,0418	0,0286	0,007	0,0523	0,0125	0,0042	0,0453	0,0544	0,0042	0,0007	0,0209	0,0202	0	0	0,0802	0,177	0,0307	173,9084311	32,949424	1,72836616	19113,134	46577,722	195	2087	519	Acacias	ok
195	2087	548	1314	0,0559	0,035	0,0675	0,0209	0,0147	0,0018	0,0608	0,1001	0,0368	0,0252	0,0061	0,0461	0,011	0,0037	0,0399	0,0479	0,0037	0,0006	0,0184	0,0178	0	0	0,0706	0,156	0,027	153,1991057	29,025748	1,52254925	16837,108	41031,164	195	2087	518	Puerta de Toledo	ok
197	2089	460	1077	0,057	0,089	0,163	0,043	0,013	0,004	0,093	0,189	0,046	0,041	0,009	0,043	0,0152	0,004	0,083	0,035	0	0	0,057	0,015	0	0	0,117	0,339	0,087	630,4954875	49,990494	2,34640523	22079	51856	197	2089	520	Pirámides	ok
197	2089	460	1077	0,057	0,089	0,163	0,043	0,013	0,004	0,093	0,189	0,046	0,041	0,009	0,043	0,0152	0,004	0,083	0,035	0	0	0,057	0,015	0	0	0,117	0,339	0,087	630,4954875	49,990494	2,34640523	22079	51856	197	2089	518	Puerta de Toledo	ok
200	2092	843	1859	0,089	0,083	0,152	0,037	0,012	0,002	0,116	0,178	0,04	0,037	0,006	0,05	0,0047	0,001	0,081	0,038	0,001	0	0,049	0,024	0	0	0,085	0,318	0,087	504,9153339	50,435588	2,24788392	23151	52138	200	2092	304	Embajadores	ok
200	2092	843	1859	0,089	0,083	0,152	0,037	0,012	0,002	0,116	0,178	0,04	0,037	0,006	0,05	0,0047	0,001	0,081	0,038	0,001	0	0,049	0,024	0	0	0,085	0,318	0,087	504,9153339	50,435588	2,24788392	23151	52138	200	2092	519	Acacias	ok
202	2094	630	1700	0,037	0,024	0,098	0,033	0,016	0,003	0,056	0,246	0,038	0,04	0,014	0,094	0,0159	0	0,11	0,084	0,006	0,002	0,041	0,043	0	0	0,1	0,349	0,023	457,7063329	49,920273	2,73311897	28218	76405	202	2094	520	Pirámides	ok
202	2094	630	1700	0,037	0,024	0,098	0,033	0,016	0,003	0,056	0,246	0,038	0,04	0,014	0,094	0,0159	0	0,11	0,084	0,006	0,002	0,041	0,043	0	0	0,1	0,349	0,023	457,7063329	49,920273	2,73311897	28218	76405	202	2094	519	Acacias	ok
202	2094	630	1700	0,037	0,024	0,098	0,033	0,016	0,003	0,056	0,246	0,038	0,04	0,014	0,094	0,0159	0	0,11	0,084	0,006	0,002	0,041	0,043	0	0	0,1	0,349	0,023	457,7063329	49,920273	2,73311897	28218	76405	202	2094	518	Puerta de Toledo	ok
203	2095	211	484	0,0313	0,0285	0,0214	0,0082	0,0023	0,0014	0,0457	0,0282	0,0217	0,0144	0,0011	0,0189	0,0083	0,0011	0,0169	0,0195	0,0008	0	0,0059	0,0054	0	0,0008	0,0338	0,0454	0,0223	62,73958409	12,368949	0,66785379	7324,95	17385,018	203	2095	520	Pirámides	ok
203	2095	749	1717	0,111	0,101	0,076	0,029	0,008	0,005	0,162	0,1	0,077	0,051	0,004	0,067	0,0294	0,004	0,06	0,069	0,003	0	0,021	0,019	0	0,003	0,12	0,161	0,079	222,4807947	43,861521	2,36827586	25975	61649	203	2095	518	Puerta de Toledo	ok
204	2096	617	1690	0,058	0,053	0,055	0,019	0,015	0,002	0,105	0,141	0,049	0,053	0,006	0,125	0,0227	0,003	0,081	0,143	0,003	0	0,031	0,034	0	0	0,095	0,19	0,029	376,778856	45,435218	2,77960526	28752	77989	204	2096	520	Pirámides	ok
204	2096	381	1044	0,0358	0,0328	0,034	0,0117	0,0093	0,0012	0,0649	0,0871	0,0303	0,0328	0,0037	0,0773	0,014	0,0019	0,0501	0,0884	0,0019	0	0,0192	0,021	0	0	0,0587	0,1174	0,0179	232,849333	28,078965	1,71779605	17768,736	48197,202	204	2096	519	Acacias	ok
205	2097	437	1132	0,101	0,092	0,032	0,018	0,021	0,002	0,167	0,057	0,101	0,089	0,009	0,085	0,0297	0,005	0,048	0,098	0,005	0	0,023	0,018	0	0	0,153	0,09	0,073	464,4559394	40,421534	2,64485981	22788	59460	205	2097	608	Arganzuela-Planetario	ok
205	2097	189	490	0,0437	0,0398	0,0139	0,0078	0,0091	0,0009	0,0723	0,0247	0,0437	0,0385	0,0039	0,0368	0,0129	0,0022	0,0208	0,0424	0,0022	0	0,01	0,0078	0	0	0,0662	0,039	0,0316	201,1094218	17,502524	1,1452243	9867,204	25746,18	205	2097	301	Legazpi	ok
206	2098	573	1290	0,11	0,134	0,033	0,007	0,024	0,01	0,248	0,056	0,072	0,068	0,012	0,047	0,0262	0,002	0,049	0,037	0,007	0	0,031	0,026	0	0	0,149	0,085	0,169	269,590654	38,830657	2,40223464	23947	56639	206	2098	609	Méndez Álvaro	ok
207	2099	57	141	0,009	0,0089	0,0011	0,0008	0,0017	0,0003	0,0132	0,0028	0,0082	0,0075	0,0015	0,0031	0,0024	0,0006	0,0021	0,0024	0,0008	0,0001	0,0008	0,0017	0	0,0001	0,0149	0,0036	0,0084	7,49368948	2,501591	0,18136889	1465,077	3883,941	207	2099	301	Legazpi	ok
207	2099	95	233	0,0148	0,0147	0,0018	0,0014	0,0029	0,0006	0,0218	0,0047	0,0136	0,0123	0,0025	0,0051	0,004	0,0009	0,0034	0,004	0,0013	0,0002	0,0013	0,0027	0	0,0001	0,0246	0,0059	0,0139	12,38087826	4,133063	0,29965296	2420,562	6416,946	207	2099	351	Almendrales	ok
208	2100	725	1704	0,13	0,13	0,03	0,023	0,021	0,006	0,192	0,062	0,063	0,058	0,008	0,079	0,0207	0,004	0,037	0,077	0,004	0,001	0,028	0,026	0	0	0,134	0,1	0,124	154,1298617	40,914661	2,48759124	23037	57286	208	2100	301	Legazpi	ok
208	2100	83	194	0,0148	0,0148	0,0034	0,0026	0,0024	0,0007	0,0219	0,0071	0,0072	0,0066	0,0009	0,009	0,0024	0,0005	0,0042	0,0088	0,0005	0,0001	0,0032	0,003	0	0	0,0153	0,0114	0,0141	17,57080423	4,664271	0,2835854	2626,218	6530,604	208	2100	351	Almendrales	ok
209	2101	633	1607	0,12	0,111	0,033	0,017	0,028	0,006	0,172	0,06	0,104	0,131	0,021	0,052	0,0363	0,003	0,028	0,041	0,005	0,002	0,014	0,013	0	0,002	0,22	0,08	0,086	255,4410072	38,092105	2,57532051	26926	69071	209	2101	608	Arganzuela-Planetario	ok
209	2101	494	1255	0,0937	0,0867	0,0258	0,0133	0,0219	0,0047	0,1343	0,0469	0,0812	0,1023	0,0164	0,0406	0,0284	0,0023	0,0219	0,032	0,0039	0,0016	0,0109	0,0102	0	0,0016	0,1718	0,0625	0,0672	199,4994267	29,749934	2,01132532	21029,206	53944,451	209	2101	301	Legazpi	ok
211	2103	252	578	0,0299	0,0331	0,0096	0,0039	0,0096	0,0027	0,0408	0,0125	0,0226	0,018	0,005	0,0091	0,0035	0,0011	0,01	0,0103	0,0005	0,0002	0,003	0,0025	0,0002	0,0005	0,0449	0,0214	0,0235	10,0372718	8,808927	0,54518002	6238,08	14871,984	211	2103	609	Méndez Álvaro	ok
211	2103	304	698	0,036	0,0399	0,0116	0,0047	0,0116	0,0033	0,0492	0,0151	0,0272	0,0217	0,0061	0,011	0,0042	0,0014	0,0121	0,0124	0,0006	0,0003	0,0036	0,003	0,0003	0,0006	0,0542	0,0259	0,0283	12,10635854	10,624803	0,65756362	7524	17937,7	211	2103	608	Arganzuela-Planetario	ok
212	2104	134	320	0,0265	0,0276	0,0115	0,0039	0,0087	0,0021	0,0398	0,0161	0,0193	0,0221	0,0048	0,0138	0,0028	0,0012	0,0117	0,009	0,0007	0	0,0051	0,0032	0	0,0005	0,0453	0,0267	0,017	64,0773533	9,15046	0,57069519	5775,3	14365,11	212	2104	608	Arganzuela-Planetario	ok
212	2104	118	281	0,0232	0,0242	0,0101	0,0034	0,0077	0,0018	0,0349	0,0141	0,017	0,0194	0,0042	0,0121	0,0024	0,001	0,0103	0,0079	0,0006	0	0,0044	0,0028	0	0,0004	0,0398	0,0234	0,0149	56,27663203	8,036491	0,50121925	5072,22	12616,314	212	2104	301	Legazpi	ok
213	2105	452	1104	0,0594	0,0849	0,047	0,017	0,017	0,0046	0,0953	0,0549	0,0379	0,0725	0,0078	0,0333	0,0226	0,002	0,0294	0,0333	0,0039	0,0007	0,0144	0,0131	0,0007	0,002	0,1195	0,1019	0,0797	46,96071865	27,182918	1,63346598	14924,968	36963,718	213	2105	608	Arganzuela-Planetario	ok
213	2105	213	521	0,028	0,04	0,0222	0,008	0,008	0,0022	0,045	0,0259	0,0179	0,0342	0,0037	0,0157	0,0107	0,0009	0,0139	0,0157	0,0018	0,0003	0,0068	0,0062	0,0003	0,0009	0,0564	0,048	0,0376	22,14992549	12,821346	0,77045562	7039,648	17434,648	213	2105	302	Delicias	ok
213	2105	114	279	0,015	0,0215	0,0119	0,0043	0,0043	0,0012	0,0241	0,0139	0,0096	0,0183	0,002	0,0084	0,0057	0,0005	0,0074	0,0084	0,001	0,0002	0,0036	0,0033	0,0002	0,0005	0,0302	0,0257	0,0201	11,86603151	6,868578	0,41274408	3771,24	9339,99	213	2105	303	Palos de la Frontera	ok
214	2106	73	176	0,0093	0,008	0,0038	0,0013	0,002	0,0004	0,0134	0,0054	0,0059	0,0051	0,0009	0,0045	0,0013	0,0002	0,0045	0,0056	0,0004	0,0002	0,0012	0,0019	0	0	0,0106	0,0086	0,0043	9,98194625	3,105864	0,18718017	1855,2	4602,45	214	2106	609	Méndez Álvaro	ok
214	2106	234	562	0,0298	0,0257	0,012	0,0041	0,0062	0,0012	0,043	0,0173	0,0187	0,0163	0,0029	0,0144	0,0042	0,0005	0,0144	0,018	0,0012	0,0005	0,0038	0,006	0	0	0,0338	0,0276	0,0137	31,942228	9,938764	0,59897655	5936,64	14727,84	214	2106	302	Delicias	ok
214	2106	91	218	0,0115	0,01	0,0047	0,0016	0,0024	0,0005	0,0166	0,0067	0,0073	0,0063	0,0011	0,0056	0,0016	0,0002	0,0056	0,007	0,0005	0,0002	0,0015	0,0023	0	0	0,0131	0,0107	0,0053	12,37761335	3,851271	0,23210341	2300,448	5707,038	214	2106	303	Palos de la Frontera	ok
215	2107	441	1093	0,0642	0,0798	0,0617	0,0354	0,014	0,0016	0,0905	0,121	0,0354	0,0337	0,0049	0,0601	0,0092	0,0049	0,0815	0,0642	0,0016	0	0,023	0,037	0	0	0,079	0,1951	0,0807	82,64622356	38,139845	2,08975908	21900,853	55894,868	215	2107	520	Pirámides	ok
215	2107	108	268	0,0158	0,0196	0,0152	0,0087	0,0034	0,0004	0,0222	0,0297	0,0087	0,0083	0,0012	0,0147	0,0023	0,0012	0,02	0,0158	0,0004	0	0,0057	0,0091	0	0	0,0194	0,0479	0,0198	20,28497832	9,361177	0,51291778	5375,422	13719,032	215	2107	518	Puerta de Toledo	ok
215	2107	36	90	0,0053	0,0066	0,0051	0,0029	0,0012	0,0001	0,0075	0,01	0,0029	0,0028	0,0004	0,005	0,0008	0,0004	0,0067	0,0053	0,0001	0	0,0019	0,0031	0	0	0,0065	0,0161	0,0067	6,82860656	3,151287	0,17266539	1809,548	4618,288	215	2107	521	Marqués de Vadillo	ok
216	2108	433	965	0,118	0,085	0,104	0,037	0,009	0,005	0,127	0,173	0,044	0,028	0,009	0,076	0,0092	0,002	0,046	0,067	0,009	0	0,023	0,028	0	0	0,087	0,248	0,052	325,2497551	48,971429	2,26525822	28718	65021	216	2108	520	Pirámides	ok
216	2108	147	327	0,04	0,0288	0,0353	0,0125	0,0031	0,0017	0,0431	0,0586	0,0149	0,0095	0,0031	0,0258	0,0031	0,0007	0,0156	0,0227	0,0031	0	0,0078	0,0095	0	0	0,0295	0,0841	0,0176	110,259667	16,601314	0,76792254	9735,402	22042,119	216	2108	519	Acacias	ok
216	2108	433	965	0,118	0,085	0,104	0,037	0,009	0,005	0,127	0,173	0,044	0,028	0,009	0,076	0,0092	0,002	0,046	0,067	0,009	0	0,023	0,028	0	0	0,087	0,248	0,052	325,2497551	48,971429	2,26525822	28718	65021	216	2108	518	Puerta de Toledo	ok
217	2109	400	885	0,0762	0,0554	0,0794	0,0239	0,0069	0,0019	0,1002	0,0743	0,029	0,0101	0,0019	0,0517	0,004	0,0032	0,041	0,0315	0,0032	0	0,0176	0,0189	0	0	0,0491	0,1468	0,0643	310,6486263	30,040934	1,4072337	15612,03	34668,27	217	2109	520	Pirámides	ok
217	2109	626	1385	0,1193	0,0868	0,1242	0,0375	0,0108	0,003	0,1568	0,1163	0,0454	0,0158	0,003	0,0809	0,0062	0,0049	0,0641	0,0493	0,0049	0	0,0276	0,0296	0	0	0,0769	0,2297	0,1006	486,1897548	47,016447	2,20243243	24434,066	54258,594	217	2109	304	Embajadores	ok
217	2109	625	1383	0,1191	0,0866	0,124	0,0374	0,0108	0,003	0,1565	0,1161	0,0453	0,0157	0,003	0,0807	0,0062	0,0049	0,064	0,0492	0,0049	0	0,0276	0,0295	0	0	0,0768	0,2293	0,1004	485,2035687	46,921078	2,19796502	24384,504	54148,536	217	2109	519	Acacias	ok
217	2109	635	1405	0,121	0,088	0,126	0,038	0,011	0,003	0,159	0,118	0,046	0,016	0,003	0,082	0,0063	0,005	0,065	0,05	0,005	0	0,028	0,03	0	0	0,078	0,233	0,102	493,0930576	47,684023	2,23370429	24781	55029	217	2109	518	Puerta de Toledo	ok
218	2110	666	1588	0,1216	0,1365	0,0277	0,0148	0,0267	0,003	0,1938	0,0643	0,087	0,0851	0,0069	0,0574	0,0176	0,0129	0,0366	0,0722	0,0059	0	0,0099	0,0069	0	0	0,1721	0,0969	0,0514	413,7962317	40,05024	2,4740405	28033,205	69539,557	218	2110	608	Arganzuela-Planetario	ok
218	2110	464	1108	0,0849	0,0952	0,0193	0,0104	0,0186	0,0021	0,1352	0,0449	0,0607	0,0593	0,0048	0,04	0,0123	0,009	0,0255	0,0504	0,0041	0	0,0069	0,0048	0	0	0,1201	0,0676	0,0359	288,6950454	27,942028	1,72607477	19558,05	48515,97	218	2110	301	Legazpi	ok
219	2111	576	1239	0,1135	0,1332	0,0394	0,0216	0,0169	0,0047	0,2204	0,0685	0,0807	0,0441	0,0047	0,0582	0,0214	0,0028	0,0319	0,0413	0,0047	0	0,0141	0,015	0	0,0019	0,1257	0,0957	0,0741	260,9620787	39,184172	2,13637586	22711,794	51832,942	219	2111	301	Legazpi	ok
219	2111	168	361	0,033	0,0388	0,0115	0,0063	0,0049	0,0014	0,0642	0,0199	0,0235	0,0128	0,0014	0,0169	0,0062	0,0008	0,0093	0,012	0,0014	0	0,0041	0,0044	0	0,0005	0,0366	0,0278	0,0216	75,95164976	11,404348	0,62178103	6610,149	15085,707	219	2111	351	Almendrales	ok
220	2112	605	1518	0,124	0,076	0,071	0,021	0,012	0,002	0,145	0,091	0,046	0,055	0,007	0,096	0,0397	0,002	0,055	0,101	0,01	0,003	0,02	0,023	0	0,002	0,112	0,147	0,045	637,1432812	43,769862	2,55986509	25278	64454	220	2112	608	Arganzuela-Planetario	ok
220	2112	605	1518	0,124	0,076	0,071	0,021	0,012	0,002	0,145	0,091	0,046	0,055	0,007	0,096	0,0397	0,002	0,055	0,101	0,01	0,003	0,02	0,023	0	0,002	0,112	0,147	0,045	637,1432812	43,769862	2,55986509	25278	64454	220	2112	301	Legazpi	ok
221	3001	719	1675	0,081	0,054	0,113	0,046	0,014	0,004	0,114	0,189	0,032	0,031	0,003	0,103	0,0111	0,006	0,07	0,085	0,001	0	0,015	0,029	0	0	0,074	0,292	0,048	619,4622285	50,021327	2,3962804	31094	74402	221	3001	117	Menéndez Pelayo	ok
221	3001	638	1486	0,0718	0,0479	0,1002	0,0408	0,0124	0,0035	0,1011	0,1676	0,0284	0,0275	0,0027	0,0914	0,0099	0,0053	0,0621	0,0754	0,0009	0	0,0133	0,0257	0	0	0,0656	0,259	0,0426	549,4629966	44,368917	2,12550072	27580,378	65994,574	221	3001	118	Pacífico	ok
222	3002	319	659	0,1234	0,1029	0,067	0,0219	0,0127	0,0078	0,1276	0,062	0,0219	0,0155	0	0,0374	0,0062	0	0,0374	0,0155	0,0028	0	0,0127	0,0282	0,0014	0	0,0592	0,1481	0,1354	50,47653378	32,414216	1,53296512	14324,895	30744,345	222	3002	117	Menéndez Pelayo	ok
222	3002	363	750	0,1404	0,1171	0,0762	0,0249	0,0144	0,0088	0,1452	0,0706	0,0249	0,0176	0	0,0425	0,0071	0	0,0425	0,0176	0,0032	0	0,0144	0,0321	0,0016	0	0,0674	0,1684	0,154	57,42153205	36,874045	1,74388372	16295,838	34974,418	222	3002	116	Atocha-Renfe	ok
223	3003	401	906	0,087	0,087	0,142	0,035	0,015	0,007	0,107	0,167	0,035	0,05	0,005	0,062	0,0075	0,002	0,075	0,045	0,005	0	0,037	0,027	0	0	0,106	0,259	0,146	515,2750206	48,334603	2,31713555	23025	53645	223	3003	117	Menéndez Pelayo	ok
224	3004	507	1004	0,187	0,132	0,114	0,032	0,012	0	0,168	0,105	0,032	0,03	0,012	0,039	0,002	0,002	0,059	0,024	0,004	0	0,026	0,02	0	0,002	0,098	0,209	0,173	494,0546157	45,881139	2,02012072	21211	43451	224	3004	117	Menéndez Pelayo	ok
225	3005	348	692	0,132	0,135	0,112	0,043	0,006	0,009	0,201	0,112	0,037	0,029	0,006	0,04	0,0086	0	0,057	0,026	0	0	0,02	0,026	0	0	0,082	0,203	0,207	699,9863635	45,811615	2,03529412	18292	37614	225	3005	117	Menéndez Pelayo	ok
226	3006	942	2018	0,083	0,079	0,158	0,031	0,011	0,003	0,113	0,222	0,039	0,028	0,001	0,052	0,0074	0,002	0,089	0,032	0	0	0,034	0,017	0	0	0,077	0,363	0,075	706,6068668	51,999009	2,20787746	23167	51403	226	3006	117	Menéndez Pelayo	ok
227	3007	511	985	0,192	0,172	0,084	0,031	0,014	0,004	0,172	0,059	0,043	0,012	0,006	0,025	0,0117	0,006	0,078	0,018	0	0,002	0,035	0,035	0	0	0,085	0,158	0,267	770,8725585	43,849146	2,07805907	16443	34571	227	3007	117	Menéndez Pelayo	ok
228	3008	537	1060	0,106	0,117	0,162	0,037	0,017	0,004	0,168	0,136	0,034	0,037	0,004	0,041	0,013	0	0,069	0,009	0	0	0,024	0,022	0	0	0,098	0,273	0,136	700,8244677	47,668353	2,0113852	22474	45297	228	3008	117	Menéndez Pelayo	ok
