cod_est,nombre_est,Densidad,Edad_Promedio,POB_TOT,POB_men15,POB_16_64,POB_mas64,POB_esp,POB_ext,POB_ACT
"611",Conde de Casal,9277.178001,47.3680803333333,"22183","2714","13398","6071","20551","1632","8469"
"127",Congosto,5187.279573,41.5201141052632,"16302","2546","11251","2505","14393","1909","7112"
"909",Cruz del Rayo,9869.330662,45.8421781428572,"21129","2356","13850","4923","18071","3058","8756"
"106",Cuatro Caminos,14176.977321,44.5198096363636,"29042","3196","20018","5828","23097","5945","12655"
"1019",Cuatro Vientos,363.528156,49.7140064,"2745","297","1458","990","2656","89","921"
"1005",Cuzco,5565.605957,46.7027098571429,"15949","1916","9954","4079","14439","1510","6291"
"302",Delicias,17083.421031,45.5037657647059,"32884","3419","22713","6752","27966","4918","14362"
"410",Diego de León,13880.667934,45.6571896756757,"29818","3126","19849","6843","25301","4517","12547"
"905",Duque de Pastrana,1368.184999,43.0881985454546,"7099","1276","4492","1331","6391","708","2839"
"551",El Capricho,1909.726233,45.2029036666667,"7905","1222","4632","2051","7375","530","2926"
"507",El Carmen,12972.309381,47.3075351176471,"24361","2629","15909","5823","20066","4295","10052"
"304",Embajadores,24939.291898,45.0590435555556,"35316","3180","25620","6516","28227","7089","16194"
"528",Empalme,5053.99717,48.787816952381,"15355","1720","9362","4273","12971","2384","5912"
"416",Esperanza,3431.385801,47.4090888235294,"10588","1343","6221","3024","9223","1365","3929"
"115",Estación del Arte,9037.012353,45.62404744,"13845","1079","9942","2824","10944","2901","6281"
"751",Estadio Metropolitano,517.812476,40.5387232,"3298","593","2414","291","3103","195","1524"
"104",Estrecho,17790.440428,44.4121954358974,"33629","3770","23541","6318","25688","7941","14882"
"915",Estrella,6198.677102,48.66613025,"16202","1910","9406","4886","15095","1107","5943"
"526",Eugenia de Montijo,5506.156206,49.4300015238095,"13086","1324","7641","4121","11191","1895","4827"
"805",Feria de Madrid,4.239574,35.892226,"331","78","236","17","314","17","149"
"716",Francos Rodríguez,7842.896057,45.1375381304348,"18153","2060","12047","4046","15164","2989","7615"
"1001",Fuencarral,3019.650141,43.254725625,"11727","1615","7919","2193","9745","1982","5005"
"704",García Noblejas,9078.669131,44.7374752962963,"20297","2605","13594","4098","16145","4152","8591"
"203",Goya,17748.096477,46.48008405,"31523","3445","20537","7541","26822","4701","12982"
"111",Gran Vía,7284.894818,43.4443089565217,"19908","1279","15802","2827","13913","5995","9992"
"711",Gregorio Marañón,4613.666917,45.5273158947369,"11883","1481","7733","2669","10277","1606","4884"
"620",Guzmán el Bueno,4906.625009,46.8682225789474,"12919","1467","8090","3362","11734","1185","5111"
"901",Herrera Oria,5169.231862,49.2874301666667,"13381","1678","7175","4528","12812","569","4532"
"421",Hortaleza,5505.221398,46.9513346956522,"17096","2046","11072","3978","14781","2315","6998"
"352",Hospital 12 de Octubre,3854.461043,42.565649,"8787","1374","6004","1409","6773","2014","3796"
"913",Ibiza,12395.200033,46.7965292962963,"21159","2533","13421","5205","18378","2781","8483"
"108",Iglesia,15089.726818,45.6907214210526,"29535","3137","19791","6607","25264","4271","12509"
"714",Islas Filipinas,12639.82232,47.3830981875,"24970","2652","15763","6555","22498","2472","9962"
"252",La Almudena,5181.593845,45.4701925714286,"11608","1584","7695","2329","9556","2052","4864"
"251",La Elipa,14483.566864,46.2263676571429,"25334","2905","16951","5478","20605","4729","10712"
"128",La Gavia,1550.469906,37.6352718,"8230","2075","5622","533","7579","651","3555"
"517",La Latina,14369.634035,43.60480475,"30863","2449","23903","4511","22979","7884","15115"
"1106",La Peseta,2516.738816,37.6879386153846,"12923","3042","8855","1026","11726","1197","5599"
"721",Lacoma,6281.612174,46.2848683333333,"15506","1907","10060","3539","14323","1183","6355"
"1013",Lago,456.915168,46.6876093333333,"874","86","592","196","742","132","373"
"601",Laguna,4594.629511,44.4104363333333,"12573","1656","8604","2313","9893","2680","5437"
"701",Las Musas,4905.154636,45.0530188571429,"12066","1566","7833","2667","10583","1483","4947"
"255",Las Rosas,1838.474102,40.4443332,"12154","2044","9008","1102","11620","534","5698"
"129",Las Suertes,1158.369251,33.2760015555556,"9975","2325","7212","438","8654","1321","4561"
"1053",Las Tablas,1247.070521,31.781146,"8988","3045","5607","336","8173","815","3546"
"305",Lavapiés,21062.581987,43.3864221794872,"37687","3102","29362","5223","26410","11277","18569"
"301",Legazpi,10635.093376,42.7379813076923,"20541","2915","14485","3141","17776","2765","9154"
"409",Lista,18512.235733,46.0949492790698,"32554","3417","21460","7677","27449","5105","13561"
"628",Lucero,10570.762244,44.913604137931,"24014","2962","16108","4944","18639","5375","10186"
"422",Manoteras,3424.491185,45.8817461111111,"14806","1886","9864","3056","13338","1468","6236"
"202",Manuel Becerra,17698.210792,46.2829603658537,"32824","3486","21661","7677","28125","4699","13689"
"418",Mar de Cristal,5676.618666,48.0417820909091,"15384","1538","9793","4053","14136","1248","6191"
"521",Marqués de Vadillo,8472.581804,45.77265028,"18038","2002","11964","4072","15006","3032","7562"
"117",Menéndez Pelayo,15446.848708,47.4516231333333,"27306","2790","17627","6889","24685","2621","11139"
"124",Miguel Hernández,9829.65191,44.5222993214286,"22296","2759","15059","4478","18680","3616","9518"
"951",Mirasierra,1288.702264,42.3363212222222,"7116","1162","4622","1332","6806","310","2920"
"311",Moncloa,11117.36953,47.00102125,"19797","1910","12840","5047","17187","2610","8113"
"1052",Montecarmelo,1186.884146,35.09053825,"8563","2650","5436","477","8103","460","3435"
"609",Méndez Álvaro,1724.347541,40.5750161,"5721","1067","4029","625","5176","545","2545"
"211",Noviciado,12437.212443,44.0030679032258,"28541","2020","22115","4406","21435","7106","13982"
"120",Nueva Numancia,16139.758095,41.6182922972973,"33786","4635","24522","4629","22664","11122","15505"
"618",Nuevos Ministerios,3615.257806,45.9482567142857,"10243","1202","6549","2492","9122","1121","4138"
"510",Núñez de Balboa,7873.122653,45.2484121153846,"19444","2243","12614","4587","16173","3271","7973"
"604",Opañel,10230.515391,43.8982025714286,"22379","2763","15005","4611","17257","5122","9483"
"523",Oporto,11979.831848,44.2500606451613,"27130","3370","19025","4735","19701","7429","12027"
"613",O´Donnell,12388.128832,46.9256131,"21712","2453","13946","5313","19025","2687","8815"
"952",Paco de Lucía,1332.78876,37.0090166666667,"7349","1750","4544","1055","6960","389","2871"
"118",Pacífico,13022.952975,46.4853584814815,"26387","3023","17227","6137","23989","2398","10890"
"303",Palos de la Frontera,11176.453743,45.3342050740741,"28465","2788","19813","5864","24066","4399","12530"
"1103",Pan Bendito,5662.785924,41.8171000526316,"16508","2729","11065","2714","12976","3532","6995"
"420",Parque de Santa María,3978.292791,46.6673734444445,"16093","1832","9578","4683","14289","1804","6054"
"708",Parque de las Avenidas,6997.194207,47.6594905,"16213","2083","9855","4275","15149","1064","6227"
"918",Pavones,3679.35185,47.5631363,"10859","1238","6693","2928","9618","1241","4228"
"719",Peñagrande,18036.903016,47.4732682432432,"29566","3498","18771","7297","25897","3669","11864"
"153",Pinar de Chamartín,4175.929597,44.4971883,"17482","2480","11273","3729","16357","1125","7127"
"803",Pinar del Rey,3268.812556,46.8107026666667,"12056","1535","7655","2866","10475","1581","4839"
"520",Pirámides,6711.889879,46.4503241904762,"19587","2197","12810","4580","18424","1163","8099"
"723",Pitis,135.682219,34.7460453333333,"1289","416","804","69","1236","53","507"
"605",Plaza Elíptica,8558.57691,43.4185626,"18125","2335","12429","3361","13678","4447","7857"
"101",Plaza de Castilla,6222.598482,45.15201116,"15596","1760","10377","3459","13448","2148","6558"
"308",Plaza de España,9073.93797,44.6830718518518,"19908","1586","14834","3488","15340","4568","9374"
"121",Portazgo,10246.58488,43.3485797407407,"22636","3041","15612","3983","16336","6300","9871"
"412",Prosperidad,14404.645491,46.1793107878788,"31938","3461","20868","7609","27550","4388","13194"
"625",Príncipe Pío,2654.063719,47.1076586363636,"6167","562","4147","1458","5191","976","2621"
"204",Príncipe de Vergara,11785.995655,46.50658734375,"22403","2582","14468","5353","18918","3485","9142"
"505",Pueblo Nuevo,15168.580909,45.8411208648649,"32181","3569","21805","6807","24915","7266","13786"
"119",Puente de Vallecas,9148.043625,42.56075408,"27090","3545","19250","4295","20805","6285","12173"
"922",Puerta de Arganda,2208.74374,39.3976493,"7844","1867","5268","709","7225","619","3329"
"518",Puerta de Toledo,13332.629563,45.2066825454546,"29443","2870","21103","5470","25131","4312","13343"
"626",Puerta del Ángel,5978.308756,46.3139616190476,"13534","1376","9243","2915","10935","2599","5840"
"906",Pío XII,3554.232307,44.081408,"11733","2036","7277","2420","10519","1214","4597"
"213",Quevedo,19674.072813,45.7682538181818,"33851","3360","22905","7586","29106","4745","14475"
"506",Quintana,15552.165772,45.7012535135135,"31717","3432","21516","6769","24916","6801","13600"
"617",República Argentina,1710.573975,44.0567294,"6936","918","4589","1429","5948","988","2900"
"205",Retiro,1677.336226,46.1189299,"7340","827","4807","1706","6039","1301","3038"
"1054",Ronda de la Comunicación,86.054221,41.6390313333333,"2041","708","1252","81","1845","196","791"
"511",Rubén Darío,5298.433976,46.0363813181818,"13227","1524","8565","3138","11301","1926","5411"
"107",Ríos Rosas,12492.069454,45.85420265625,"24068","2626","15825","5617","21161","2907","10002"
"212",San Bernardo,17695.651515,45.1023388571429,"31037","2655","22116","6266","25545","5492","13982"
"702",San Blas,6857.713538,45.2195075833333,"18010","2354","12098","3558","15042","2968","7646"
"921",San Cipriano,6675.704084,43.6232331363636,"20905","3216","13636","4053","17263","3642","8621"
"356",San Cristóbal,4357.730125,38.7202579333333,"9700","1769","6803","1128","6259","3441","4299"
"353",San Fermín-Orcasur,3204.264177,41.6295245,"14222","2121","9826","2275","11457","2765","6212"
"1104",San Francisco,4702.725007,42.7328233888889,"15276","2595","10369","2312","12041","3235","6555"
"419",San Lorenzo,4726.788534,47.5832656,"15192","1704","8980","4508","13452","1740","5676"
"1006",Santiago Bernabéu,5123.137367,45.8954042380952,"12700","1642","8152","2906","11507","1193","5152"
"210",Santo Domingo,8587.863662,43.96307616,"20737","1447","16068","3222","15115","5622","10161"
"406",Serrano,4047.518378,45.8899903809524,"12975","1482","8503","2990","10643","2332","5371"
"207",Sevilla,5341.224355,43.8868454285714,"14088","907","11071","2110","9902","4186","6998"
"125",Sierra de Guadalupe,5155.248035,42.2333260555556,"11637","1708","7931","1998","9371","2266","5011"
"703",Simancas,10710.659646,44.3164096875,"21551","2920","14710","3921","17016","4535","9294"
"112",Sol,7603.105326,43.9942772592592,"15778","994","12332","2452","10948","4830","7792"
"503",Suanzes,712.342333,44.4123328571429,"4436","545","3212","679","3977","459","2030"
"612",Sáinz de Baranda,9373.790397,47.8554241153846,"19855","2699","11619","5537","18527","1328","7341"
"103",Tetuán,11110.107301,44.7862515483871,"27575","2978","19412","5185","21324","6251","12272"
"113",Tirso de Molina,18295.02488,43.108829575,"32636","2509","25816","4311","22616","10020","16317"
"502",Torre Arias,1978.863913,46.8118083333333,"6849","788","4331","1730","5672","1177","2737"
"1051",Tres Olivos,1136.335069,38.2416028888889,"5884","1138","4038","708","5474","410","2551"
"110",Tribunal,15455.157918,44.2976375789474,"30201","2241","23191","4769","22971","7230","14659"
"522",Urgel,9218.018419,43.7508848888889,"22430","2787","15810","3833","16832","5598","9995"
"606",Usera,12386.375323,42.4417729655173,"29215","4024","20792","4399","18244","10971","13147"
"102",Valdeacederas,8246.802058,44.4838735555556,"22998","2372","16165","4461","18387","4611","10221"
"919",Valdebernardo,1906.516617,42.1757715,"12682","1582","9575","1525","11914","768","6055"
"130",Valdecarros,779.915794,32.7387967142857,"8043","1859","5860","324","6782","1261","3707"
"717",Valdezarza,5643.220139,46.1864889047619,"15733","1890","10020","3823","13722","2011","6331"
"407",Velázquez,8661.171072,46.089066,"19449","2191","12682","4576","16084","3365","8010"
"201",Ventas,9304.239121,47.1721347777778,"20117","2181","13122","4814","17376","2741","8293"
"903",Ventilla,6929.906454,43.3872195454545,"22031","2671","15565","3795","17801","4230","9842"
"309",Ventura Rodríguez,9073.93797,44.6830718518518,"19908","1586","14834","3488","15340","4568","9374"
"621",Vicente Aleixandre,1519.796009,48.143406,"4852","517","2879","1456","4451","401","1818"
"920",Vicálvaro,7486.562265,44.717618875,"17381","2281","10977","4123","13914","3467","6939"
"126",Villa de Vallecas,7342.808573,43.00687908,"20484","2909","13567","4008","16482","4002","8575"
"357",Villaverde Alto,7087.525305,42.2778825263158,"15177","2285","10242","2650","10943","4234","6472"
"355",Villaverde Bajo-Cruce,9900.10823,45.2523295384615,"20190","2810","12939","4441","14796","5394","8179"
"916",Vinateros,8534.388908,50.3587007857143,"18564","1881","10961","5722","16565","1999","6925"
"524",Vista Alegre,15223.810312,44.7918319142857,"34573","4403","23499","6671","24231","10342","14858"
"209",Ópera,3900.214737,44.5728126470588,"14143","1000","10588","2555","10617","3526","6693"
