fid;COD_SEC;Código_es;nombre_est;por_hog_1_pon;por_hog_2_pon;por_hog_3_pon;por_hog_4_pon;por_hog_5_pon;pog_hog_6_pon;por_hog_7_pon;por_hog_8_pon;por_hog_9_pon;por_hog_10_pon;por_hog_11_pon;por_hog_12_pon;por_hog_13_pon;por_hog_14_pon;por_hog_15_pon;por_hog_16_pon;por_hog_17_pon;por_hog_18_pon;por_hog_19_pon;por_hog_20_pon;por_hog_21_pon;por_hog_22_pon;por_pob15_pon;por_pob65_pon;por_pob16_64_pon;por_pob_ext_pon;hog_troc;pob_troc;Densidad_pon;Edad_Prome_pon;renta_med_persona_pon;renta_med_hog_pon;per_hog_med_pon
95;1030;113;Tirso de Molina;0,004175;0,004841;0,001510;0,000711;0,000533;0,000044;0,004042;0,001377;0,000400;0,000355;0,000133;0,000666;0,000089;0,000044;0,001244;0,000311;0,000000;0,000044;0,000711;0,001421;0,000044;0,000000;0,002232;0,002873;0,017591;0,007297;511;1107;154,3050559;10,59;3487,64;7629,45;0,55
97;1030;305;Lavapiés;0,003109;0,003606;0,001125;0,000529;0,000397;0,000033;0,003010;0,001025;0,000298;0,000265;0,000099;0,000496;0,000066;0,000033;0,000926;0,000232;0,000000;0,000033;0,000529;0,001059;0,000033;0,000000;0,001663;0,002140;0,013101;0,005434;381;824;154,3050559;10,59;3487,64;7629,45;0,55
98;1030;517;La Latina;0,004175;0,004842;0,001510;0,000711;0,000533;0,000044;0,004042;0,001377;0,000400;0,000355;0,000133;0,000666;0,000089;0,000044;0,001244;0,000311;0,000000;0,000044;0,000711;0,001421;0,000044;0,000000;0,002233;0,002873;0,017592;0,007297;511;1107;154,3050559;10,59;3487,64;7629,45;0,55
99;1030;518;Puerta de Toledo;0,001899;0,002202;0,000687;0,000323;0,000242;0,000020;0,001838;0,000626;0,000182;0,000162;0,000061;0,000303;0,000040;0,000020;0,000566;0,000141;0,000000;0,000020;0,000323;0,000646;0,000020;0,000000;0,001015;0,001307;0,008001;0,003319;232;503;154,3050559;10,59;3487,64;7629,45;0,55
100;1031;113;Tirso de Molina;0,005394;0,006165;0,001926;0,000771;0,000626;0,000048;0,005972;0,002167;0,001011;0,000337;0,000048;0,000963;0,000289;0,000096;0,001878;0,000193;0,000000;0,000096;0,000337;0,001252;0,000000;0,000000;0,002530;0,003675;0,023365;0,009380;492;922;107,2054039;10,62;3341,44;6779,51;0,50
102;1031;517;La Latina;0,006725;0,007685;0,002402;0,000961;0,000781;0,000060;0,007445;0,002702;0,001261;0,000420;0,000060;0,001201;0,000360;0,000120;0,002342;0,000240;0,000000;0,000120;0,000420;0,001561;0,000000;0,000000;0,003154;0,004582;0,029130;0,011693;614;1150;107,2054039;10,62;3341,44;6779,51;0,50
103;1031;518;Puerta de Toledo;0,005409;0,006182;0,001932;0,000773;0,000628;0,000048;0,005989;0,002173;0,001014;0,000338;0,000048;0,000966;0,000290;0,000097;0,001883;0,000193;0,000000;0,000097;0,000338;0,001256;0,000000;0,000000;0,002537;0,003686;0,023430;0,009406;494;925;107,2054039;10,62;3341,44;6779,51;0,50
105;1032;304;Embajadores;0,007546;0,008319;0,002540;0,000810;0,000663;0,000184;0,008871;0,001877;0,001693;0,000957;0,000184;0,001178;0,000221;0,000074;0,002098;0,001031;0,000037;0,000037;0,000920;0,001436;0,000037;0,000037;0,003635;0,004871;0,032241;0,009978;607;1155;96,22298474;10,47;5004,77;10436,39;0,52
107;1032;517;La Latina;0,008092;0,008921;0,002724;0,000868;0,000711;0,000197;0,009513;0,002013;0,001816;0,001026;0,000197;0,001263;0,000237;0,000079;0,002250;0,001105;0,000039;0,000039;0,000987;0,001539;0,000039;0,000039;0,003898;0,005224;0,034576;0,010700;651;1238;96,22298474;10,47;5004,77;10436,39;0,52
108;1032;518;Puerta de Toledo;0,013764;0,015174;0,004633;0,001477;0,001209;0,000336;0,016181;0,003424;0,003088;0,001746;0,000336;0,002148;0,000403;0,000134;0,003827;0,001880;0,000067;0,000067;0,001678;0,002618;0,000067;0,000067;0,006630;0,008884;0,058809;0,018200;1107;2106;96,22298474;10,47;5004,77;10436,39;0,52
109;1032;519;Acacias;0,013350;0,014718;0,004493;0,001433;0,001172;0,000326;0,015695;0,003321;0,002996;0,001693;0,000326;0,002084;0,000391;0,000130;0,003712;0,001823;0,000065;0,000065;0,001628;0,002540;0,000065;0,000065;0,006431;0,008617;0,057042;0,017653;1074;2043;96,22298474;10,47;5004,77;10436,39;0,52
110;1033;113;Tirso de Molina;0,003748;0,004912;0,001079;0,000511;0,000114;0,000000;0,003521;0,001193;0,000568;0,000199;0,000028;0,000483;0,000142;0,000085;0,000937;0,000341;0,000000;0,000000;0,000596;0,000653;0,000000;0,000028;0,001082;0,002405;0,015651;0,006435;560;1033;176,2483624;10,85;4083,48;7932,63;0,48
113;1033;305;Lavapiés;0,003526;0,004621;0,001015;0,000481;0,000107;0,000000;0,003312;0,001122;0,000534;0,000187;0,000027;0,000454;0,000134;0,000080;0,000881;0,000321;0,000000;0,000000;0,000561;0,000614;0,000000;0,000027;0,001018;0,002263;0,014722;0,006053;527;971;176,2483624;10,85;4083,48;7932,63;0,48
114;1033;517;La Latina;0,004512;0,005914;0,001299;0,000615;0,000137;0,000000;0,004239;0,001436;0,000684;0,000239;0,000034;0,000581;0,000171;0,000103;0,001128;0,000410;0,000000;0,000000;0,000718;0,000786;0,000000;0,000034;0,001303;0,002896;0,018841;0,007746;674;1243;176,2483624;10,85;4083,48;7932,63;0,48
115;1033;518;Puerta de Toledo;0,002275;0,002981;0,000655;0,000310;0,000069;0,000000;0,002137;0,000724;0,000345;0,000121;0,000017;0,000293;0,000086;0,000052;0,000569;0,000207;0,000000;0,000000;0,000362;0,000396;0,000000;0,000017;0,000657;0,001460;0,009498;0,003905;340;627;176,2483624;10,85;4083,48;7932,63;0,48
117;1034;113;Tirso de Molina;0,005248;0,007584;0,001366;0,000611;0,000359;0,000000;0,006039;0,001150;0,000935;0,000324;0,000252;0,000683;0,000108;0,000144;0,001546;0,000359;0,000036;0,000036;0,000827;0,001330;0,000036;0,000036;0,002758;0,002550;0,023699;0,012925;807;1521;183,8648088;9,99;3047,52;6391,21;0,51
118;1034;114;Antón Martín;0,004184;0,006047;0,001089;0,000487;0,000287;0,000000;0,004815;0,000917;0,000745;0,000258;0,000201;0,000545;0,000086;0,000115;0,001232;0,000287;0,000029;0,000029;0,000659;0,001060;0,000029;0,000029;0,002199;0,002033;0,018894;0,010305;643;1213;183,8648088;9,99;3047,52;6391,21;0,51
119;1034;304;Embajadores;0,002573;0,003718;0,000670;0,000300;0,000176;0,000000;0,002960;0,000564;0,000458;0,000159;0,000123;0,000335;0,000053;0,000070;0,000758;0,000176;0,000018;0,000018;0,000405;0,000652;0,000018;0,000018;0,001352;0,001250;0,011617;0,006336;396;746;183,8648088;9,99;3047,52;6391,21;0,51
120;1034;305;Lavapiés;0,005248;0,007584;0,001366;0,000611;0,000359;0,000000;0,006039;0,001150;0,000935;0,000324;0,000252;0,000683;0,000108;0,000144;0,001546;0,000359;0,000036;0,000036;0,000827;0,001330;0,000036;0,000036;0,002758;0,002550;0,023699;0,012925;807;1521;183,8648088;9,99;3047,52;6391,21;0,51
121;1034;517;La Latina;0,003406;0,004923;0,000887;0,000397;0,000233;0,000000;0,003920;0,000747;0,000607;0,000210;0,000163;0,000443;0,000070;0,000093;0,001003;0,000233;0,000023;0,000023;0,000537;0,000863;0,000023;0,000023;0,001790;0,001655;0,015382;0,008389;524;987;183,8648088;9,99;3047,52;6391,21;0,51
122;1035;113;Tirso de Molina;0,004446;0,005391;0,002400;0,000826;0,000472;0,000079;0,004840;0,002518;0,000590;0,000551;0,000236;0,000630;0,000157;0,000118;0,001967;0,000354;0,000000;0,000079;0,000787;0,001259;0,000079;0,000000;0,002600;0,004364;0,020816;0,008300;506;1054;123,1352245;10,78;3553,23;7696,80;0,55
124;1035;304;Embajadores;0,006142;0,007446;0,003316;0,001141;0,000652;0,000109;0,006686;0,003479;0,000815;0,000761;0,000326;0,000870;0,000217;0,000163;0,002718;0,000489;0,000000;0,000109;0,001087;0,001739;0,000109;0,000000;0,003591;0,006028;0,028755;0,011466;699;1456;123,1352245;10,78;3553,23;7696,80;0,55
125;1035;305;Lavapiés;0,006203;0,007520;0,003348;0,001153;0,000659;0,000110;0,006752;0,003513;0,000823;0,000768;0,000329;0,000878;0,000220;0,000165;0,002745;0,000494;0,000000;0,000110;0,001098;0,001757;0,000110;0,000000;0,003627;0,006088;0,029040;0,011580;706;1470;123,1352245;10,78;3553,23;7696,80;0,55
126;1035;517;La Latina;0,002455;0,002976;0,001325;0,000456;0,000261;0,000043;0,002672;0,001390;0,000326;0,000304;0,000130;0,000348;0,000087;0,000065;0,001086;0,000196;0,000000;0,000043;0,000434;0,000695;0,000043;0,000000;0,001435;0,002409;0,011492;0,004582;279;582;123,1352245;10,78;3553,23;7696,80;0,55
128;1036;113;Tirso de Molina;0,003025;0,003046;0,000695;0,000347;0,000123;0,000041;0,002678;0,000634;0,000511;0,000102;0,000061;0,000450;0,000123;0,000061;0,000552;0,000204;0,000000;0,000000;0,000347;0,000450;0,000000;0,000020;0,000956;0,001418;0,011096;0,004383;418;737;188,2738477;10,38;3864,92;7494,01;0,48
129;1036;304;Embajadores;0,004771;0,004804;0,001096;0,000548;0,000193;0,000064;0,004223;0,000999;0,000806;0,000161;0,000097;0,000709;0,000193;0,000097;0,000870;0,000322;0,000000;0,000000;0,000548;0,000709;0,000000;0,000032;0,001508;0,002236;0,017502;0,006913;659;1163;188,2738477;10,38;3864,92;7494,01;0,48
130;1036;305;Lavapiés;0,004771;0,004804;0,001096;0,000548;0,000193;0,000064;0,004223;0,000999;0,000806;0,000161;0,000097;0,000709;0,000193;0,000097;0,000870;0,000322;0,000000;0,000000;0,000548;0,000709;0,000000;0,000032;0,001508;0,002236;0,017502;0,006913;659;1163;188,2738477;10,38;3864,92;7494,01;0,48
131;1036;517;La Latina;0,004736;0,004768;0,001088;0,000544;0,000192;0,000064;0,004192;0,000992;0,000800;0,000160;0,000096;0,000704;0,000192;0,000096;0,000864;0,000320;0,000000;0,000000;0,000544;0,000704;0,000000;0,000032;0,001497;0,002220;0,017372;0,006861;654;1154;188,2738477;10,38;3864,92;7494,01;0,48
133;1036;519;Acacias;0,003116;0,003137;0,000716;0,000358;0,000126;0,000042;0,002758;0,000653;0,000526;0,000105;0,000063;0,000463;0,000126;0,000063;0,000568;0,000211;0,000000;0,000000;0,000358;0,000463;0,000000;0,000021;0,000985;0,001460;0,011429;0,004514;430;759;188,2738477;10,38;3864,92;7494,01;0,48
135;1037;304;Embajadores;0,004279;0,003554;0,001922;0,000725;0,000218;0,000073;0,003699;0,001124;0,000580;0,000109;0,000073;0,000399;0,000145;0,000073;0,001197;0,000290;0,000000;0,000000;0,000544;0,001015;0,000000;0,000073;0,001730;0,002739;0,015622;0,005604;554;1077;177,0268234;10,82;3864,67;8104,37;0,51
136;1037;305;Lavapiés;0,004277;0,003552;0,001921;0,000725;0,000217;0,000072;0,003697;0,001124;0,000580;0,000109;0,000072;0,000399;0,000145;0,000072;0,001196;0,000290;0,000000;0,000000;0,000544;0,001015;0,000000;0,000072;0,001729;0,002737;0,015613;0,005601;554;1076;177,0268234;10,82;3864,67;8104,37;0,51
139;1037;519;Acacias;0,004279;0,003554;0,001922;0,000725;0,000218;0,000073;0,003699;0,001124;0,000580;0,000109;0,000073;0,000399;0,000145;0,000073;0,001197;0,000290;0,000000;0,000000;0,000544;0,001015;0,000000;0,000073;0,001730;0,002739;0,015622;0,005604;554;1077;177,0268234;10,82;3864,67;8104,37;0,51
140;1038;304;Embajadores;0,003456;0,003957;0,000976;0,000448;0,000211;0,000026;0,003086;0,001055;0,000580;0,000264;0,000211;0,000343;0,000158;0,000106;0,000871;0,000132;0,000079;0,000000;0,000528;0,000633;0,000053;0,000000;0,001289;0,001347;0,014537;0,009148;651;1599;326,7277106;9,73;3420,80;6939,23;0,64
141;1038;305;Lavapiés;0,003456;0,003957;0,000976;0,000448;0,000211;0,000026;0,003086;0,001055;0,000580;0,000264;0,000211;0,000343;0,000158;0,000106;0,000871;0,000132;0,000079;0,000000;0,000528;0,000633;0,000053;0,000000;0,001289;0,001347;0,014537;0,009148;651;1599;326,7277106;9,73;3420,80;6939,23;0,64
143;1039;304;Embajadores;0,019392;0,023051;0,007318;0,004391;0,001281;0,000183;0,018294;0,006220;0,003110;0,001646;0,000366;0,002927;0,000732;0,000366;0,006769;0,001281;0,000549;0,000000;0,003110;0,002378;0,000000;0,000183;0,008385;0,013379;0,081782;0,033730;566;1026;33,85575171;10,55;3789,57;7687,78;0,50
144;1039;305;Lavapiés;0,017520;0,020826;0,006611;0,003967;0,001157;0,000165;0,016528;0,005620;0,002810;0,001488;0,000331;0,002645;0,000661;0,000331;0,006116;0,001157;0,000496;0,000000;0,002810;0,002149;0,000000;0,000165;0,007576;0,012088;0,073887;0,030474;511;927;33,85575171;10,55;3789,57;7687,78;0,50
145;1039;518;Puerta de Toledo;0,002520;0,002996;0,000951;0,000571;0,000166;0,000024;0,002378;0,000808;0,000404;0,000214;0,000048;0,000380;0,000095;0,000048;0,000880;0,000166;0,000071;0,000000;0,000404;0,000309;0,000000;0,000024;0,001090;0,001739;0,010629;0,004384;74;133;33,85575171;10,55;3789,57;7687,78;0,50
146;1039;519;Acacias;0,016996;0,020202;0,006413;0,003848;0,001122;0,000160;0,016034;0,005451;0,002726;0,001443;0,000321;0,002565;0,000641;0,000321;0,005932;0,001122;0,000481;0,000000;0,002726;0,002084;0,000000;0,000160;0,007349;0,011726;0,071676;0,029562;496;899;33,85575171;10,55;3789,57;7687,78;0,50
147;1040;304;Embajadores;0,002985;0,003528;0,000969;0,000543;0,000349;0,000116;0,003218;0,000930;0,000388;0,000271;0,000155;0,000310;0,000039;0,000078;0,000930;0,000155;0,000039;0,000039;0,000659;0,000698;0,000000;0,000000;0,001685;0,001984;0,012729;0,005129;423;837;170,3996153;10,42;3996,61;8541,98;0,54
148;1040;305;Lavapiés;0,002985;0,003528;0,000969;0,000543;0,000349;0,000116;0,003218;0,000930;0,000388;0,000271;0,000155;0,000310;0,000039;0,000078;0,000930;0,000155;0,000039;0,000039;0,000659;0,000698;0,000000;0,000000;0,001685;0,001984;0,012729;0,005129;423;837;170,3996153;10,42;3996,61;8541,98;0,54
150;1041;304;Embajadores;0,004381;0,004780;0,001770;0,000443;0,000221;0,000000;0,005090;0,001549;0,000708;0,000310;0,000133;0,000797;0,000398;0,000000;0,001460;0,000221;0,000000;0,000000;0,000664;0,000531;0,000000;0,000000;0,001718;0,002955;0,018783;0,008201;530;968;139,2546503;10,46;4278,25;8584,54;0,49
151;1041;305;Lavapiés;0,004381;0,004780;0,001770;0,000443;0,000221;0,000000;0,005090;0,001549;0,000708;0,000310;0,000133;0,000797;0,000398;0,000000;0,001460;0,000221;0,000000;0,000000;0,000664;0,000531;0,000000;0,000000;0,001718;0,002955;0,018783;0,008201;530;968;139,2546503;10,46;4278,25;8584,54;0,49
153;1042;114;Antón Martín;0,002483;0,002889;0,001170;0,000287;0,000119;0,000072;0,002149;0,000836;0,000310;0,000167;0,000000;0,000215;0,000096;0,000000;0,000883;0,000239;0,000000;0,000000;0,000358;0,000573;0,000000;0,000000;0,000902;0,001852;0,010091;0,004238;331;640;165,43701;10,78;4054,19;8415,80;0,51
154;1042;304;Embajadores;0,004033;0,004692;0,001900;0,000465;0,000194;0,000116;0,003490;0,001357;0,000504;0,000271;0,000000;0,000349;0,000155;0,000000;0,001435;0,000388;0,000000;0,000000;0,000582;0,000931;0,000000;0,000000;0,001465;0,003008;0,016389;0,006883;538;1040;165,43701;10,78;4054,19;8415,80;0,51
155;1042;305;Lavapiés;0,004033;0,004692;0,001900;0,000465;0,000194;0,000116;0,003490;0,001357;0,000504;0,000271;0,000000;0,000349;0,000155;0,000000;0,001435;0,000388;0,000000;0,000000;0,000582;0,000931;0,000000;0,000000;0,001465;0,003008;0,016389;0,006883;538;1040;165,43701;10,78;4054,19;8415,80;0,51
156;1043;113;Tirso de Molina;0,003504;0,004438;0,000964;0,000380;0,000380;0,000117;0,003650;0,001022;0,000526;0,000234;0,000058;0,000409;0,000058;0,000058;0,000993;0,000175;0,000029;0,000000;0,000526;0,000701;0,000000;0,000029;0,001636;0,001946;0,014668;0,007400;625;1146;216,3822369;10,36;3439,57;6923,21;0,50
157;1043;114;Antón Martín;0,003504;0,004438;0,000964;0,000380;0,000380;0,000117;0,003650;0,001022;0,000526;0,000234;0,000058;0,000409;0,000058;0,000058;0,000993;0,000175;0,000029;0,000000;0,000526;0,000701;0,000000;0,000029;0,001636;0,001946;0,014668;0,007400;625;1146;216,3822369;10,36;3439,57;6923,21;0,50
159;1043;305;Lavapiés;0,003504;0,004438;0,000964;0,000380;0,000380;0,000117;0,003650;0,001022;0,000526;0,000234;0,000058;0,000409;0,000058;0,000058;0,000993;0,000175;0,000029;0,000000;0,000526;0,000701;0,000000;0,000029;0,001636;0,001946;0,014668;0,007400;625;1146;216,3822369;10,36;3439,57;6923,21;0,50
160;1043;517;La Latina;0,001957;0,002479;0,000538;0,000212;0,000212;0,000065;0,002039;0,000571;0,000294;0,000130;0,000033;0,000228;0,000033;0,000033;0,000555;0,000098;0,000016;0,000000;0,000294;0,000391;0,000000;0,000016;0,000914;0,001087;0,008194;0,004134;349;640;216,3822369;10,36;3439,57;6923,21;0,50
162;1045;113;Tirso de Molina;0,007089;0,007882;0,001912;0,001492;0,000653;0,000047;0,006762;0,002052;0,000746;0,000606;0,000047;0,000933;0,000047;0,000093;0,001959;0,000466;0,000047;0,000047;0,000886;0,000933;0,000047;0,000000;0,002223;0,004796;0,027726;0,012139;745;1350;127,7058179;10,68;4617,48;9279,26;0,49
163;1045;114;Antón Martín;0,007089;0,007882;0,001912;0,001492;0,000653;0,000047;0,006762;0,002052;0,000746;0,000606;0,000047;0,000933;0,000047;0,000093;0,001959;0,000466;0,000047;0,000047;0,000886;0,000933;0,000047;0,000000;0,002223;0,004796;0,027726;0,012139;745;1350;127,7058179;10,68;4617,48;9279,26;0,49
164;1045;305;Lavapiés;0,007089;0,007882;0,001912;0,001492;0,000653;0,000047;0,006762;0,002052;0,000746;0,000606;0,000047;0,000933;0,000047;0,000093;0,001959;0,000466;0,000047;0,000047;0,000886;0,000933;0,000047;0,000000;0,002223;0,004796;0,027726;0,012139;745;1350;127,7058179;10,68;4617,48;9279,26;0,49
166;1046;113;Tirso de Molina;0,004112;0,004865;0,001940;0,001071;0,000232;0,000029;0,004054;0,001622;0,000724;0,000405;0,000029;0,000724;0,000203;0,000116;0,001419;0,000232;0,000058;0,000000;0,000753;0,000753;0,000000;0,000000;0,001718;0,003910;0,017712;0,007449;645;1232;172,2908444;11,09;4404,68;8988,61;0,50
167;1046;114;Antón Martín;0,005141;0,006082;0,002426;0,001339;0,000290;0,000036;0,005068;0,002027;0,000905;0,000507;0,000036;0,000905;0,000253;0,000145;0,001774;0,000290;0,000072;0,000000;0,000941;0,000941;0,000000;0,000000;0,002148;0,004888;0,022143;0,009313;806;1540;172,2908444;11,09;4404,68;8988,61;0,50
168;1046;305;Lavapiés;0,005141;0,006082;0,002426;0,001339;0,000290;0,000036;0,005068;0,002027;0,000905;0,000507;0,000036;0,000905;0,000253;0,000145;0,001774;0,000290;0,000072;0,000000;0,000941;0,000941;0,000000;0,000000;0,002148;0,004888;0,022143;0,009313;806;1540;172,2908444;11,09;4404,68;8988,61;0,50
169;1047;113;Tirso de Molina;0,008012;0,009176;0,001962;0,001064;0,000432;0,000100;0,008245;0,001396;0,001031;0,000499;0,000199;0,001330;0,000233;0,000233;0,001829;0,000632;0,000100;0,000166;0,000731;0,001529;0,000000;0,000000;0,003513;0,003663;0,031721;0,015386;1170;2238;191,5634586;10,21;3904,98;8039,03;0,51
170;1047;114;Antón Martín;0,008012;0,009176;0,001962;0,001064;0,000432;0,000100;0,008245;0,001396;0,001031;0,000499;0,000199;0,001330;0,000233;0,000233;0,001829;0,000632;0,000100;0,000166;0,000731;0,001529;0,000000;0,000000;0,003513;0,003663;0,031721;0,015386;1170;2238;191,5634586;10,21;3904,98;8039,03;0,51
171;1047;305;Lavapiés;0,008012;0,009176;0,001962;0,001064;0,000432;0,000100;0,008245;0,001396;0,001031;0,000499;0,000199;0,001330;0,000233;0,000233;0,001829;0,000632;0,000100;0,000166;0,000731;0,001529;0,000000;0,000000;0,003513;0,003663;0,031721;0,015386;1170;2238;191,5634586;10,21;3904,98;8039,03;0,51
172;1047;517;La Latina;0,002344;0,002684;0,000574;0,000311;0,000126;0,000029;0,002412;0,000409;0,000302;0,000146;0,000058;0,000389;0,000068;0,000068;0,000535;0,000185;0,000029;0,000049;0,000214;0,000447;0,000000;0,000000;0,001028;0,001072;0,009280;0,004501;342;655;191,5634586;10,21;3904,98;8039,03;0,51
173;1048;113;Tirso de Molina;0,003817;0,004251;0,001272;0,000621;0,000310;0,000062;0,003600;0,000807;0,000528;0,000279;0,000031;0,000434;0,000155;0,000031;0,001396;0,000217;0,000093;0,000062;0,000341;0,000962;0,000031;0,000000;0,001602;0,002366;0,015334;0,006739;622;1235;213,0185403;10,46;3637,85;7656,99;0,53
174;1048;114;Antón Martín;0,003817;0,004251;0,001272;0,000621;0,000310;0,000062;0,003600;0,000807;0,000528;0,000279;0,000031;0,000434;0,000155;0,000031;0,001396;0,000217;0,000093;0,000062;0,000341;0,000962;0,000031;0,000000;0,001602;0,002366;0,015334;0,006739;622;1235;213,0185403;10,46;3637,85;7656,99;0,53
176;1048;305;Lavapiés;0,003817;0,004251;0,001272;0,000621;0,000310;0,000062;0,003600;0,000807;0,000528;0,000279;0,000031;0,000434;0,000155;0,000031;0,001396;0,000217;0,000093;0,000062;0,000341;0,000962;0,000031;0,000000;0,001602;0,002366;0,015334;0,006739;622;1235;213,0185403;10,46;3637,85;7656,99;0,53
177;1049;113;Tirso de Molina;0,003917;0,004378;0,000947;0,000922;0,000154;0,000051;0,003610;0,000998;0,000538;0,000205;0,000026;0,000410;0,000051;0,000026;0,000973;0,000077;0,000051;0,000000;0,000589;0,000691;0,000026;0,000000;0,001343;0,002148;0,015146;0,007640;728;1290;237,5629309;10,35;3672,15;7073,92;0,48
178;1049;114;Antón Martín;0,003917;0,004378;0,000947;0,000922;0,000154;0,000051;0,003610;0,000998;0,000538;0,000205;0,000026;0,000410;0,000051;0,000026;0,000973;0,000077;0,000051;0,000000;0,000589;0,000691;0,000026;0,000000;0,001343;0,002148;0,015146;0,007640;728;1290;237,5629309;10,35;3672,15;7073,92;0,48
180;1049;305;Lavapiés;0,003917;0,004378;0,000947;0,000922;0,000154;0,000051;0,003610;0,000998;0,000538;0,000205;0,000026;0,000410;0,000051;0,000026;0,000973;0,000077;0,000051;0,000000;0,000589;0,000691;0,000026;0,000000;0,001343;0,002148;0,015146;0,007640;728;1290;237,5629309;10,35;3672,15;7073,92;0,48
181;1050;113;Tirso de Molina;0,002468;0,002900;0,000759;0,000362;0,000138;0,000000;0,002658;0,000690;0,000276;0,000104;0,000035;0,000397;0,000104;0,000035;0,000656;0,000121;0,000035;0,000000;0,000328;0,000432;0,000017;0,000000;0,000907;0,001494;0,010113;0,004661;368;649;182,274452;10,55;3740,25;7401,88;0,49
