fid;COD_SEC;Código_es;nombre_est;por_hog_1_pon;por_hog_2_pon;por_hog_3_pon;por_hog_4_pon;por_hog_5_pon;pog_hog_6_pon;por_hog_7_pon;por_hog_8_pon;por_hog_9_pon;por_hog_10_pon;por_hog_11_pon;por_hog_12_pon;por_hog_13_pon;por_hog_14_pon;por_hog_15_pon;por_hog_16_pon;por_hog_17_pon;por_hog_18_pon;por_hog_19_pon;por_hog_20_pon;por_hog_21_pon;por_hog_22_pon;por_pob15_pon;por_pob65_pon;por_pob16_64_pon;por_pob_ext_pon;hog_troc;pob_troc;Densidad_pon;Edad_Prome_pon;renta_med_persona_pon;renta_med_hog_pon;per_hog_med_pon
2107;7092;711;Gregorio Marañón;0,008679;0,007900;0,007343;0,003115;0,001113;0,000445;0,006898;0,006787;0,002670;0,002448;0,000779;0,003004;0,000223;0,000556;0,004228;0,001780;0,000000;0,000111;0,002114;0,003004;0,000111;0,000000;0,007320;0,015997;0,039992;0,010519;569;1271;65,80351649;11,64;8703,46;24589,74;0,58
2108;7092;712;Alonso Cano;0,006902;0,006283;0,005840;0,002478;0,000885;0,000354;0,005486;0,005398;0,002124;0,001947;0,000619;0,002389;0,000177;0,000442;0,003363;0,001416;0,000000;0,000088;0,001681;0,002389;0,000088;0,000000;0,005821;0,012722;0,031806;0,008366;453;1011;65,80351649;11,64;8703,46;24589,74;0,58
2110;7093;511;Rubén Darío;0,011850;0,008751;0,011485;0,003646;0,001641;0,000000;0,009480;0,012579;0,002552;0,003099;0,001094;0,004558;0,000729;0,000912;0,007839;0,004193;0,000365;0,000182;0,003828;0,007292;0,000000;0,000000;0,011212;0,023011;0,061851;0,017661;445;1095;36,71447767;11,49;8703,46;24185,67;0,65
2111;7093;711;Gregorio Marañón;0,014049;0,010374;0,013617;0,004323;0,001945;0,000000;0,011239;0,014913;0,003026;0,003674;0,001297;0,005403;0,000865;0,001081;0,009294;0,004971;0,000432;0,000216;0,004539;0,008645;0,000000;0,000000;0,013293;0,027281;0,073329;0,020939;527;1298;36,71447767;11,49;8703,46;24185,67;0,65
2114;7094;711;Gregorio Marañón;0,007319;0,009648;0,009204;0,001331;0,001109;0,000222;0,008872;0,010535;0,003105;0,002440;0,001663;0,002218;0,000665;0,000554;0,006543;0,002883;0,000444;0,000222;0,003105;0,003438;0,000000;0,000000;0,009940;0,018270;0,047309;0,009526;681;1563;69,31393332;11,37;8484,40;21149,41;0,62
2115;7094;712;Alonso Cano;0,003724;0,004909;0,004683;0,000677;0,000564;0,000113;0,004514;0,005361;0,001580;0,001241;0,000846;0,001129;0,000339;0,000282;0,003329;0,001467;0,000226;0,000113;0,001580;0,001749;0,000000;0,000000;0,005058;0,009297;0,024073;0,004847;347;795;69,31393332;11,37;8484,40;21149,41;0,62
2116;7095;618;Nuevos Ministerios;0,017153;0,013524;0,018142;0,005937;0,003628;0,001649;0,016493;0,025069;0,006597;0,006597;0,004288;0,007587;0,002309;0,001979;0,015833;0,005937;0,002309;0,000330;0,007587;0,011875;0,000000;0,000000;0,026447;0,038988;0,109389;0,019121;330;883;16,00879748;11,02;8630,35;23665,94;0,69
2117;7095;711;Gregorio Marañón;0,010118;0,007978;0,010702;0,003503;0,002140;0,000973;0,009729;0,014788;0,003892;0,003892;0,002530;0,004475;0,001362;0,001168;0,009340;0,003503;0,001362;0,000195;0,004475;0,007005;0,000000;0,000000;0,015601;0,022999;0,064530;0,011280;195;521;16,00879748;11,02;8630,35;23665,94;0,69
2120;7096;711;Gregorio Marañón;0,005927;0,004742;0,003835;0,001116;0,000697;0,000070;0,004672;0,004602;0,001674;0,001325;0,000349;0,001604;0,000418;0,000209;0,001604;0,001255;0,000209;0,000000;0,001116;0,002510;0,000000;0,000000;0,003921;0,007569;0,026444;0,005076;449;981;86,60667175;11,24;8672,66;20184,06;0,58
2121;7096;712;Alonso Cano;0,006708;0,005367;0,004341;0,001263;0,000789;0,000079;0,005288;0,005209;0,001894;0,001499;0,000395;0,001815;0,000474;0,000237;0,001815;0,001421;0,000237;0,000000;0,001263;0,002841;0,000000;0,000000;0,004438;0,008566;0,029929;0,005745;508;1111;86,60667175;11,24;8672,66;20184,06;0,58
2122;7097;107;Ríos Rosas;0,007467;0,004729;0,003153;0,001079;0,000498;0,000332;0,005642;0,003070;0,001659;0,001742;0,000498;0,000996;0,000249;0,000166;0,002074;0,000913;0,000000;0,000000;0,000747;0,000996;0,000000;0,000000;0,004610;0,005445;0,025952;0,007750;379;775;70,12345253;10,42;6257,53;13990,12;0,55
2123;7097;108;Iglesia;0,003335;0,002112;0,001408;0,000482;0,000222;0,000148;0,002520;0,001371;0,000741;0,000778;0,000222;0,000445;0,000111;0,000074;0,000926;0,000408;0,000000;0,000000;0,000333;0,000445;0,000000;0,000000;0,002059;0,002432;0,011590;0,003461;169;346;70,12345253;10,42;6257,53;13990,12;0,55
2124;7097;711;Gregorio Marañón;0,003222;0,002040;0,001360;0,000465;0,000215;0,000143;0,002434;0,001324;0,000716;0,000752;0,000215;0,000430;0,000107;0,000072;0,000895;0,000394;0,000000;0,000000;0,000322;0,000430;0,000000;0,000000;0,001989;0,002349;0,011197;0,003344;164;334;70,12345253;10,42;6257,53;13990,12;0,55
2125;7097;712;Alonso Cano;0,008546;0,005413;0,003609;0,001234;0,000570;0,000380;0,006457;0,003514;0,001899;0,001994;0,000570;0,001140;0,000285;0,000190;0,002374;0,001045;0,000000;0,000000;0,000855;0,001140;0,000000;0,000000;0,005277;0,006232;0,029704;0,008870;434;887;70,12345253;10,42;6257,53;13990,12;0,55
2126;7098;107;Ríos Rosas;0,001793;0,001046;0,003288;0,000747;0,000349;0,000050;0,002391;0,004035;0,000996;0,000897;0,000299;0,000797;0,000199;0,000050;0,001694;0,000946;0,000000;0,000000;0,000598;0,000847;0,000000;0,000050;0,002353;0,005872;0,012846;0,001770;423;976;147,746761;12,12;7039,37;16425,04;0,59
2128;7098;712;Alonso Cano;0,001793;0,001046;0,003288;0,000747;0,000349;0,000050;0,002391;0,004035;0,000996;0,000897;0,000299;0,000797;0,000199;0,000050;0,001694;0,000946;0,000000;0,000000;0,000598;0,000847;0,000000;0,000050;0,002353;0,005872;0,012846;0,001770;423;976;147,746761;12,12;7039,37;16425,04;0,59
2129;7099;107;Ríos Rosas;0,003356;0,002821;0,002529;0,000730;0,000243;0,000146;0,003794;0,002481;0,000973;0,000730;0,000000;0,000827;0,000049;0,000000;0,001216;0,000632;0,000049;0,000000;0,000486;0,000681;0,000000;0,000000;0,001739;0,004638;0,015364;0,003020;447;893;132,040983;11,48;6182,92;12799,95;0,51
2130;7099;712;Alonso Cano;0,003356;0,002821;0,002529;0,000730;0,000243;0,000146;0,003794;0,002481;0,000973;0,000730;0,000000;0,000827;0,000049;0,000000;0,001216;0,000632;0,000049;0,000000;0,000486;0,000681;0,000000;0,000000;0,001739;0,004638;0,015364;0,003020;447;893;132,040983;11,48;6182,92;12799,95;0,51
2131;7100;107;Ríos Rosas;0,004696;0,002958;0,002066;0,000751;0,000282;0,000141;0,003287;0,001831;0,000704;0,000423;0,000047;0,000423;0,000235;0,000141;0,001127;0,000423;0,000047;0,000000;0,000423;0,000563;0,000000;0,000000;0,001792;0,004271;0,014505;0,003608;438;813;129,9666982;11,14;6798,54;13494,93;0,49
2133;7100;712;Alonso Cano;0,004696;0,002958;0,002066;0,000751;0,000282;0,000141;0,003287;0,001831;0,000704;0,000423;0,000047;0,000423;0,000235;0,000141;0,001127;0,000423;0,000047;0,000000;0,000423;0,000563;0,000000;0,000000;0,001792;0,004271;0,014505;0,003608;438;813;129,9666982;11,14;6798,54;13494,93;0,49
2134;7101;107;Ríos Rosas;0,004441;0,004026;0,002652;0,000671;0,000288;0,000064;0,003227;0,002077;0,000447;0,000415;0,000064;0,000607;0,000160;0,000032;0,001214;0,000447;0,000032;0,000000;0,000479;0,000415;0,000000;0,000032;0,001435;0,004872;0,015484;0,004376;682;1205;180,0502472;11,74;5965,87;11276,57;0,47
2135;7101;108;Iglesia;0,003844;0,003485;0,002296;0,000581;0,000249;0,000055;0,002793;0,001798;0,000387;0,000360;0,000055;0,000525;0,000138;0,000028;0,001051;0,000387;0,000028;0,000000;0,000415;0,000360;0,000000;0,000028;0,001242;0,004217;0,013403;0,003788;590;1043;180,0502472;11,74;5965,87;11276,57;0,47
2136;7101;214;Canal;0,002534;0,002297;0,001513;0,000383;0,000164;0,000036;0,001841;0,001185;0,000255;0,000237;0,000036;0,000346;0,000091;0,000018;0,000693;0,000255;0,000018;0,000000;0,000273;0,000237;0,000000;0,000018;0,000819;0,002779;0,008833;0,002496;389;687;180,0502472;11,74;5965,87;11276,57;0,47
2137;7101;712;Alonso Cano;0,004441;0,004026;0,002652;0,000671;0,000288;0,000064;0,003227;0,002077;0,000447;0,000415;0,000064;0,000607;0,000160;0,000032;0,001214;0,000447;0,000032;0,000000;0,000479;0,000415;0,000000;0,000032;0,001435;0,004872;0,015484;0,004376;682;1205;180,0502472;11,74;5965,87;11276,57;0,47
2138;7102;107;Ríos Rosas;0,024935;0,024935;0,017039;0,004156;0,002078;0,000416;0,022441;0,014753;0,005818;0,003325;0,000831;0,004779;0,000831;0,000208;0,008727;0,002909;0,000623;0,000208;0,004156;0,003532;0,000000;0,000208;0,013365;0,031044;0,102498;0,026414;707;1324;30,3119349;11,15;6108,07;12369,10;0,50
2139;7102;108;Iglesia;0,003491;0,003491;0,002386;0,000582;0,000291;0,000058;0,003142;0,002066;0,000815;0,000466;0,000116;0,000669;0,000116;0,000029;0,001222;0,000407;0,000087;0,000029;0,000582;0,000495;0,000000;0,000029;0,001871;0,004347;0,014352;0,003699;99;185;30,3119349;11,15;6108,07;12369,10;0,50
2140;7102;214;Canal;0,024935;0,024935;0,017039;0,004156;0,002078;0,000416;0,022441;0,014753;0,005818;0,003325;0,000831;0,004779;0,000831;0,000208;0,008727;0,002909;0,000623;0,000208;0,004156;0,003532;0,000000;0,000208;0,013365;0,031044;0,102498;0,026414;707;1324;30,3119349;11,15;6108,07;12369,10;0,50
2141;7102;712;Alonso Cano;0,023784;0,023784;0,016252;0,003964;0,001982;0,000396;0,021406;0,014072;0,005550;0,003171;0,000793;0,004559;0,000793;0,000198;0,008324;0,002775;0,000595;0,000198;0,003964;0,003369;0,000000;0,000198;0,012748;0,029611;0,097768;0,025195;674;1263;30,3119349;11,15;6108,07;12369,10;0,50
2142;7103;107;Ríos Rosas;0,012116;0,008412;0,005788;0,002161;0,000926;0,000000;0,010032;0,005788;0,001775;0,000695;0,000154;0,001852;0,000772;0,000000;0,004245;0,001235;0,000386;0,000077;0,001158;0,001235;0,000154;0,000000;0,004181;0,012347;0,042433;0,012972;764;1431;81,6394727;11,16;6485,85;12952,42;0,50
2143;7103;214;Canal;0,009914;0,006883;0,004736;0,001768;0,000758;0,000000;0,008209;0,004736;0,001452;0,000568;0,000126;0,001516;0,000631;0,000000;0,003473;0,001010;0,000316;0,000063;0,000947;0,001010;0,000126;0,000000;0,003421;0,010103;0,034720;0,010614;625;1171;81,6394727;11,16;6485,85;12952,42;0,50
2144;7103;712;Alonso Cano;0,012116;0,008412;0,005788;0,002161;0,000926;0,000000;0,010032;0,005788;0,001775;0,000695;0,000154;0,001852;0,000772;0,000000;0,004245;0,001235;0,000386;0,000077;0,001158;0,001235;0,000154;0,000000;0,004181;0,012347;0,042433;0,012972;764;1431;81,6394727;11,16;6485,85;12952,42;0,50
2145;7105;106;Cuatro Caminos;0,001778;0,001567;0,001958;0,000542;0,000181;0,000030;0,001597;0,002441;0,000874;0,000874;0,000121;0,000512;0,000121;0,000060;0,001356;0,000603;0,000090;0,000000;0,000512;0,000362;0,000000;0,000000;0,001892;0,003891;0,009795;0,001972;286;621;131,6635413;11,70;6453,05;15007,55;0,57
2146;7105;107;Ríos Rosas;0,003210;0,002829;0,003536;0,000979;0,000326;0,000054;0,002884;0,004407;0,001578;0,001578;0,000218;0,000925;0,000218;0,000109;0,002448;0,001088;0,000163;0,000000;0,000925;0,000653;0,000000;0,000000;0,003416;0,007026;0,017686;0,003561;517;1121;131,6635413;11,70;6453,05;15007,55;0,57
2147;7105;214;Canal;0,001973;0,001739;0,002174;0,000602;0,000201;0,000033;0,001772;0,002709;0,000970;0,000970;0,000134;0,000568;0,000134;0,000067;0,001505;0,000669;0,000100;0,000000;0,000568;0,000401;0,000000;0,000000;0,002100;0,004318;0,010870;0,002189;318;689;131,6635413;11,70;6453,05;15007,55;0,57
2149;7106;106;Cuatro Caminos;0,003466;0,003631;0,004291;0,001650;0,000275;0,000000;0,003631;0,005611;0,001320;0,001100;0,000385;0,001320;0,000275;0,000000;0,002586;0,000880;0,000055;0,000000;0,000880;0,000935;0,000000;0,000055;0,003322;0,009249;0,019776;0,004906;588;1272;124,8425098;11,96;5953,35;13435,34;0,55
2150;7106;107;Ríos Rosas;0,003466;0,003631;0,004291;0,001650;0,000275;0,000000;0,003631;0,005611;0,001320;0,001100;0,000385;0,001320;0,000275;0,000000;0,002586;0,000880;0,000055;0,000000;0,000880;0,000935;0,000000;0,000055;0,003322;0,009249;0,019776;0,004906;588;1272;124,8425098;11,96;5953,35;13435,34;0,55
2151;7107;106;Cuatro Caminos;0,004947;0,003171;0,003171;0,001142;0,000254;0,000063;0,003298;0,004376;0,001395;0,000888;0,000381;0,001268;0,000317;0,000000;0,001966;0,000761;0,000063;0,000000;0,000634;0,001205;0,000063;0,000000;0,002748;0,008216;0,018398;0,003790;310;671;73,75573853;12,13;8299,39;18485,93;0,57
2152;7107;107;Ríos Rosas;0,007395;0,004741;0,004741;0,001707;0,000379;0,000095;0,004930;0,006542;0,002086;0,001327;0,000569;0,001896;0,000474;0,000000;0,002939;0,001138;0,000095;0,000000;0,000948;0,001801;0,000095;0,000000;0,004109;0,012283;0,027506;0,005666;463;1003;73,75573853;12,13;8299,39;18485,93;0,57
2156;7108;107;Ríos Rosas;0,005576;0,005282;0,004793;0,001076;0,000685;0,000293;0,006749;0,004597;0,001565;0,001565;0,000391;0,002641;0,000685;0,000196;0,002935;0,001663;0,000000;0,000000;0,001859;0,002054;0,000098;0,000000;0,004273;0,008672;0,031757;0,007960;457;1023;76,13820638;11,21;6322,37;15155,01;0,60
2158;7108;712;Alonso Cano;0,002471;0,002341;0,002124;0,000477;0,000303;0,000130;0,002991;0,002037;0,000694;0,000694;0,000173;0,001170;0,000303;0,000087;0,001300;0,000737;0,000000;0,000000;0,000824;0,000910;0,000043;0,000000;0,001894;0,003843;0,014072;0,003527;203;453;76,13820638;11,21;6322,37;15155,01;0,60
2159;7109;107;Ríos Rosas;0,006281;0,004779;0,006008;0,000887;0,000410;0,000137;0,005666;0,005325;0,001638;0,000956;0,000410;0,001638;0,000410;0,000000;0,003004;0,001024;0,000205;0,000000;0,001434;0,000819;0,000068;0,000000;0,004205;0,010959;0,025933;0,004683;602;1251;100,1255117;11,99;6204,70;13329,19;0,54
2160;7109;712;Alonso Cano;0,002784;0,002118;0,002663;0,000393;0,000182;0,000061;0,002512;0,002361;0,000726;0,000424;0,000182;0,000726;0,000182;0,000000;0,001332;0,000454;0,000091;0,000000;0,000636;0,000363;0,000030;0,000000;0,001864;0,004858;0,011496;0,002076;267;555;100,1255117;11,99;6204,70;13329,19;0,54
2161;7110;107;Ríos Rosas;0,005618;0,004018;0,002624;0,000902;0,000287;0,000000;0,003403;0,002296;0,000205;0,000328;0,000082;0,000779;0,000164;0,000000;0,001681;0,000246;0,000082;0,000000;0,000410;0,000533;0,000000;0,000041;0,001263;0,005558;0,016880;0,005029;381;676;91,43937684;11,78;5505,22;10550,55;0,47
2163;7110;712;Alonso Cano;0,003161;0,002261;0,001477;0,000508;0,000162;0,000000;0,001915;0,001292;0,000115;0,000185;0,000046;0,000438;0,000092;0,000000;0,000946;0,000138;0,000046;0,000000;0,000231;0,000300;0,000000;0,000023;0,000711;0,003128;0,009499;0,002830;214;380;91,43937684;11,78;5505,22;10550,55;0,47
2164;7111;107;Ríos Rosas;0,001744;0,001279;0,001930;0,000744;0,000186;0,000000;0,002069;0,002023;0,000581;0,000511;0,000139;0,000674;0,000093;0,000000;0,001255;0,000302;0,000023;0,000000;0,000395;0,000302;0,000000;0,000023;0,001312;0,003858;0,009105;0,002190;280;574;131,0586489;12,08;7020,35;14919,68;0,53
2165;7111;618;Nuevos Ministerios;0,002473;0,001814;0,002737;0,001055;0,000264;0,000000;0,002935;0,002869;0,000824;0,000725;0,000198;0,000956;0,000132;0,000000;0,001781;0,000429;0,000033;0,000000;0,000561;0,000429;0,000000;0,000033;0,001861;0,005472;0,012915;0,003107;398;814;131,0586489;12,08;7020,35;14919,68;0,53
2167;7113;618;Nuevos Ministerios;0,007922;0,007852;0,005420;0,001320;0,001042;0,000278;0,010215;0,005559;0,003405;0,004795;0,001390;0,002085;0,000764;0,000278;0,004100;0,002363;0,000486;0,000069;0,001598;0,001042;0,000000;0,000069;0,010427;0,010248;0,041380;0,009979;892;1911;106,6415261;10,28;7717,57;18221,81;0,58
2169;7114;107;Ríos Rosas;0,001922;0,001555;0,002268;0,000648;0,000302;0,000065;0,001598;0,003110;0,000691;0,000972;0,000086;0,000864;0,000151;0,000022;0,001533;0,000410;0,000022;0,000000;0,000518;0,000475;0,000000;0,000043;0,002090;0,005279;0,009887;0,001701;301;664;123,7121303;12,11;6979,04;15885,78;0,57
2170;7114;618;Nuevos Ministerios;0,002459;0,001989;0,002901;0,000829;0,000387;0,000083;0,002045;0,003979;0,000884;0,001243;0,000111;0,001105;0,000193;0,000028;0,001962;0,000525;0,000028;0,000000;0,000663;0,000608;0,000000;0,000055;0,002674;0,006754;0,012649;0,002177;385;849;123,7121303;12,11;6979,04;15885,78;0,57
2172;7115;106;Cuatro Caminos;0,005484;0,005410;0,006299;0,002149;0,000963;0,000074;0,005706;0,006966;0,002149;0,002371;0,000148;0,001704;0,000593;0,000148;0,003631;0,001186;0,000222;0,000000;0,001260;0,001630;0,000074;0,000000;0,005277;0,013076;0,029816;0,005614;628;1348;91,63663753;11,79;7521,55;16633,83;0,56
2173;7115;107;Ríos Rosas;0,003380;0,003334;0,003883;0,001325;0,000594;0,000046;0,003517;0,004294;0,001325;0,001462;0,000091;0,001051;0,000365;0,000091;0,002238;0,000731;0,000137;0,000000;0,000777;0,001005;0,000046;0,000000;0,003253;0,008060;0,018378;0,003460;387;831;91,63663753;11,79;7521,55;16633,83;0,56
2174;7116;106;Cuatro Caminos;0,002391;0,002471;0,002949;0,000558;0,000159;0,000159;0,003826;0,004225;0,001036;0,002312;0,000797;0,001275;0,000638;0,000239;0,003348;0,001116;0,000319;0,000000;0,002152;0,002949;0,000000;0,000000;0,004663;0,006590;0,021668;0,003574;413;1172;114,2394016;11,02;5622,64;16171,93;0,72
2175;7116;107;Ríos Rosas;0,002391;0,002471;0,002949;0,000558;0,000159;0,000159;0,003826;0,004225;0,001036;0,002312;0,000797;0,001275;0,000638;0,000239;0,003348;0,001116;0,000319;0,000000;0,002152;0,002949;0,000000;0,000000;0,004663;0,006590;0,021668;0,003574;413;1172;114,2394016;11,02;5622,64;16171,93;0,72
2176;7117;105;Alvarado;0,006663;0,005260;0,004793;0,001578;0,000526;0,000175;0,005728;0,003507;0,000935;0,000818;0,000234;0,001169;0,000468;0,000117;0,002338;0,000701;0,000000;0,000058;0,001111;0,001578;0,000000;0,000058;0,003637;0,007757;0,026424;0,007245;405;794;70,27233361;11,17;5122,18;10804,90;0,52
2177;7117;106;Cuatro Caminos;0,010645;0,008404;0,007657;0,002521;0,000840;0,000280;0,009151;0,005603;0,001494;0,001307;0,000374;0,001868;0,000747;0,000187;0,003735;0,001121;0,000000;0,000093;0,001774;0,002521;0,000000;0,000093;0,005810;0,012392;0,042215;0,011575;647;1269;70,27233361;11,17;5122,18;10804,90;0,52
2178;7117;107;Ríos Rosas;0,003188;0,002517;0,002293;0,000755;0,000252;0,000084;0,002741;0,001678;0,000447;0,000392;0,000112;0,000559;0,000224;0,000056;0,001119;0,000336;0,000000;0,000028;0,000531;0,000755;0,000000;0,000028;0,001740;0,003712;0,012644;0,003467;194;380;70,27233361;11,17;5122,18;10804,90;0,52
2179;7118;105;Alvarado;0,005289;0,004391;0,003293;0,000732;0,000432;0,000067;0,003859;0,003027;0,001231;0,000532;0,000133;0,000499;0,000133;0,000033;0,001397;0,000466;0,000033;0,000000;0,000566;0,000632;0,000000;0,000000;0,002209;0,006023;0,018513;0,004954;186;331;41,32830878;11,41;5872,24;11426,78;0,48
2180;7118;106;Cuatro Caminos;0,021793;0,018092;0,013569;0,003015;0,001782;0,000274;0,015899;0,012473;0,005071;0,002193;0,000548;0,002056;0,000548;0,000137;0,005757;0,001919;0,000137;0,000000;0,002330;0,002604;0,000000;0,000000;0,009104;0,024815;0,076280;0,020410;765;1365;41,32830878;11,41;5872,24;11426,78;0,48
2181;7118;107;Ríos Rosas;0,011356;0,009427;0,007071;0,001571;0,000928;0,000143;0,008285;0,006499;0,002643;0,001143;0,000286;0,001071;0,000286;0,000071;0,003000;0,001000;0,000071;0,000000;0,001214;0,001357;0,000000;0,000000;0,004744;0,012930;0,039748;0,010635;399;711;41,32830878;11,41;5872,24;11426,78;0,48
2182;7118;214;Canal;0,002050;0,001701;0,001276;0,000284;0,000168;0,000026;0,001495;0,001173;0,000477;0,000206;0,000052;0,000193;0,000052;0,000013;0,000541;0,000180;0,000013;0,000000;0,000219;0,000245;0,000000;0,000000;0,000856;0,002334;0,007174;0,001919;72;128;41,32830878;11,41;5872,24;11426,78;0,48
2185;7119;106;Cuatro Caminos;0,005648;0,003363;0,004225;0,000992;0,000302;0,000000;0,003751;0,003751;0,000949;0,001164;0,000216;0,001207;0,000172;0,000000;0,001682;0,000431;0,000216;0,000000;0,000647;0,000733;0,000000;0,000043;0,002860;0,007313;0,019319;0,003536;684;1326;146,1257102;11,59;5797,63;11712,18;0,50
2186;7119;620;Guzmán el Bueno;0,004698;0,002797;0,003515;0,000825;0,000251;0,000000;0,003120;0,003120;0,000789;0,000968;0,000179;0,001004;0,000143;0,000000;0,001399;0,000359;0,000179;0,000000;0,000538;0,000610;0,000000;0,000036;0,002379;0,006083;0,016069;0,002941;569;1103;146,1257102;11,59;5797,63;11712,18;0,50
2187;7120;106;Cuatro Caminos;0,008028;0,012724;0,015602;0,005302;0,001060;0,000303;0,012572;0,013784;0,003635;0,003938;0,002121;0,005907;0,001060;0,000454;0,009391;0,003787;0,000757;0,000000;0,003635;0,003181;0,000000;0,000000;0,012102;0,028282;0,066859;0,004413;247;580;16,67673677;12,00;6235,75;15150,50;0,60
2188;7120;107;Ríos Rosas;0,003587;0,005685;0,006971;0,002369;0,000474;0,000135;0,005618;0,006159;0,001624;0,001760;0,000948;0,002640;0,000474;0,000203;0,004196;0,001692;0,000338;0,000000;0,001624;0,001421;0,000000;0,000000;0,005407;0,012637;0,029875;0,001972;111;259;16,67673677;12,00;6235,75;15150,50;0,60
2189;7120;214;Canal;0,002822;0,004472;0,005484;0,001863;0,000373;0,000106;0,004419;0,004845;0,001278;0,001384;0,000745;0,002076;0,000373;0,000160;0,003301;0,001331;0,000266;0,000000;0,001278;0,001118;0,000000;0,000000;0,004253;0,009940;0,023500;0,001551;87;204;16,67673677;12,00;6235,75;15150,50;0,60
2190;7120;620;Guzmán el Bueno;0,015564;0,024668;0,030247;0,010278;0,002056;0,000587;0,024374;0,026723;0,007048;0,007635;0,004111;0,011453;0,002056;0,000881;0,018207;0,007342;0,001468;0,000000;0,007048;0,006167;0,000000;0,000000;0,023461;0,054830;0,129621;0,008555;480;1125;16,67673677;12,00;6235,75;15150,50;0,60
2192;7121;107;Ríos Rosas;0,010864;0,009571;0,013063;0,002975;0,000647;0,000776;0,009959;0,014485;0,002457;0,005303;0,001164;0,004785;0,001164;0,000259;0,008924;0,003751;0,001035;0,000000;0,003233;0,003880;0,000000;0,000000;0,010748;0,024949;0,062595;0,008688;689;1531;51,9338094;11,83;7689,03;18151,46;0,59
2193;7121;214;Canal;0,011982;0,010556;0,014407;0,003281;0,000713;0,000856;0,010983;0,015976;0,002710;0,005848;0,001284;0,005278;0,001284;0,000285;0,009842;0,004137;0,001141;0,000000;0,003566;0,004279;0,000000;0,000000;0,011854;0,027517;0,069037;0,009582;760;1689;51,9338094;11,83;7689,03;18151,46;0,59
2194;7121;712;Alonso Cano;0,002201;0,001939;0,002646;0,000603;0,000131;0,000157;0,002017;0,002935;0,000498;0,001074;0,000236;0,000969;0,000236;0,000052;0,001808;0,000760;0,000210;0,000000;0,000655;0,000786;0,000000;0,000000;0,002177;0,005054;0,012681;0,001760;140;310;51,9338094;11,83;7689,03;18151,46;0,59
2196;7122;214;Canal;0,004561;0,004146;0,002949;0,000829;0,000323;0,000046;0,003548;0,003179;0,000875;0,000645;0,000276;0,000645;0,000230;0,000046;0,001751;0,000783;0,000092;0,000092;0,000553;0,000829;0,000000;0,000000;0,002640;0,006092;0,017667;0,003385;573;1173;141,3724074;11,34;6566,71;13845,42;0,52
2198;7123;214;Canal;0,004424;0,003939;0,003818;0,001091;0,000182;0,000061;0,003939;0,004545;0,001515;0,001212;0,000182;0,001697;0,000424;0,000242;0,002363;0,000909;0,000061;0,000121;0,000606;0,000667;0,000000;0,000000;0,003549;0,007836;0,020612;0,002981;514;1093;109,4263994;11,61;6620,54;14903,15;0,56
2199;7123;714;Islas Filipinas;0,004210;0,003749;0,003633;0,001038;0,000173;0,000058;0,003749;0,004326;0,001442;0,001153;0,000173;0,001615;0,000404;0,000231;0,002249;0,000865;0,000058;0,000115;0,000577;0,000634;0,000000;0,000000;0,003378;0,007458;0,019617;0,002837;489;1040;109,4263994;11,61;6620,54;14903,15;0,56
2201;7124;714;Islas Filipinas;0,001905;0,002064;0,002541;0,001270;0,000476;0,000079;0,002938;0,003811;0,000556;0,001112;0,000476;0,000794;0,000238;0,000000;0,001905;0,000635;0,000476;0,000000;0,000953;0,001509;0,000000;0,000000;0,003095;0,005711;0,014933;0,002393;299;701;99,97108946;11,18;6817,81;18355,49;0,66
2203;7125;620;Guzmán el Bueno;0,003135;0,003600;0,006503;0,001742;0,000697;0,000000;0,003832;0,006967;0,001393;0,001742;0,001626;0,001858;0,000116;0,000116;0,004993;0,002555;0,000348;0,000000;0,001510;0,003135;0,000000;0,000116;0,005876;0,012108;0,028000;0,004362;112;286;20,20458631;11,71;8436,83;22483,78;0,67
2204;7125;714;Islas Filipinas;0,008690;0,009977;0,018024;0,004828;0,001931;0,000000;0,010621;0,019311;0,003862;0,004828;0,004506;0,005150;0,000322;0,000322;0,013840;0,007081;0,000966;0,000000;0,004184;0,008690;0,000000;0,000322;0,016286;0,033560;0,077607;0,012091;309;793;20,20458631;11,71;8436,83;22483,78;0,67
2205;7126;714;Islas Filipinas;0,001175;0,001073;0,002351;0,000358;0,000153;0,000051;0,001278;0,002964;0,000920;0,000971;0,000460;0,001073;0,000204;0,000204;0,001789;0,000920;0,000153;0,000000;0,001073;0,001482;0,000000;0,000000;0,002508;0,004723;0,011423;0,001153;365;1009;174,2463434;11,87;6746,46;19134,09;0,71
2206;7127;714;Islas Filipinas;0,005095;0,003567;0,006915;0,001529;0,000437;0,000146;0,004950;0,006114;0,002111;0,003057;0,000510;0,001747;0,000437;0,000073;0,005168;0,001092;0,000146;0,000000;0,001383;0,001383;0,000073;0,000000;0,005992;0,012046;0,027891;0,004386;631;1467;103,2735177;11,63;6365,43;14895,14;0,59
2207;7128;714;Islas Filipinas;0,002897;0,001908;0,003321;0,000848;0,000071;0,000141;0,001979;0,003957;0,000919;0,000565;0,000212;0,001131;0,000212;0,000141;0,002473;0,000848;0,000071;0,000071;0,000636;0,001131;0,000000;0,000000;0,002086;0,007241;0,014205;0,002209;333;739;103,9691495;12,47;8703,46;20601,64;0,58
