Fecha,Temperatura Máxima (°C),Temperatura Media (°C),Temperatura Mínima (°C),Precipitaciones (mm),Velocidad Media Viento (km/h),Humedad Relativa Media (%)
2016-04-15,N/A,N/A,N/A,"1,4",N/A,65
2016-04-16,N/A,N/A,N/A,"11,8",N/A,87
2016-04-17,N/A,N/A,N/A,"0,0",N/A,62
2016-04-18,N/A,N/A,N/A,"0,0",N/A,62
2016-04-19,N/A,N/A,N/A,"23,6",N/A,90
2016-04-20,N/A,N/A,N/A,"3,0",N/A,92
2016-04-21,N/A,N/A,N/A,"0,6",N/A,67
2016-04-22,N/A,N/A,N/A,"2,8",N/A,79
2016-04-23,N/A,N/A,N/A,"0,0",N/A,75
2016-04-24,N/A,N/A,N/A,"0,0",N/A,60
2016-04-25,N/A,N/A,N/A,"0,0",N/A,54
2016-04-26,N/A,N/A,N/A,"0,0",N/A,61
2016-04-27,N/A,N/A,N/A,"0,2",N/A,63
2016-04-28,N/A,N/A,N/A,"0,0",N/A,66
2016-04-29,N/A,N/A,N/A,"1,8",N/A,64
2016-04-30,N/A,N/A,N/A,"0,0",N/A,58
2016-05-01,N/A,N/A,N/A,"0,0",N/A,39
2016-05-02,N/A,N/A,N/A,"0,0",N/A,40
2016-05-03,N/A,N/A,N/A,"0,0",N/A,42
2016-05-04,N/A,N/A,N/A,"0,0",N/A,42
2016-05-05,N/A,N/A,N/A,"0,4",N/A,53
2016-05-06,N/A,N/A,N/A,"24,6",N/A,91
2016-05-07,N/A,N/A,N/A,"4,6",N/A,76
2016-05-08,N/A,N/A,N/A,"12,4",N/A,94
2016-05-09,N/A,N/A,N/A,"8,6",N/A,89
2016-05-10,N/A,N/A,N/A,"11,0",N/A,84
2016-05-11,N/A,N/A,N/A,"2,2",N/A,81
2016-05-12,N/A,N/A,N/A,"0,2",N/A,74
2016-05-13,N/A,N/A,N/A,"0,6",N/A,77
2016-05-14,N/A,N/A,N/A,"0,0",N/A,69
2016-05-15,N/A,N/A,N/A,"0,0",N/A,63
2016-05-16,N/A,N/A,N/A,"0,0",N/A,59
2016-05-17,N/A,N/A,N/A,"0,0",N/A,51
2016-05-18,N/A,N/A,N/A,"0,0",N/A,53
2016-05-19,N/A,N/A,N/A,"0,0",N/A,51
2016-05-20,N/A,N/A,N/A,"0,0",N/A,51
2016-05-21,N/A,N/A,N/A,"0,0",N/A,60
2016-05-22,N/A,N/A,N/A,"2,0",N/A,46
2016-05-23,N/A,N/A,N/A,"0,0",N/A,53
2016-05-24,N/A,N/A,N/A,"0,0",N/A,58
2016-05-25,N/A,N/A,N/A,"0,0",N/A,62
2016-05-26,N/A,N/A,N/A,"0,0",N/A,57
2016-05-27,N/A,N/A,N/A,"0,0",N/A,58
2016-05-28,N/A,N/A,N/A,"5,6",N/A,75
2016-05-29,N/A,N/A,N/A,"0,6",N/A,83
2016-05-30,N/A,N/A,N/A,"0,4",N/A,61
2016-05-31,N/A,N/A,N/A,"0,0",N/A,59
2016-06-01,N/A,N/A,N/A,"0,0",N/A,N/A
2016-06-02,N/A,N/A,N/A,"0,0",N/A,N/A
2016-06-03,N/A,N/A,N/A,"1,0",N/A,N/A
2016-06-04,N/A,N/A,N/A,"0,0",N/A,N/A
